#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ba3 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1829 79.64 48.36 209.99 18.91 90.82
1830 79.58 57.64 225.44 18.79 56.87
1831 79.59 70.56 66.45 15.99 17.96
1832 79.64 27.92 141.05 15.32 88.04
1833 79.61 74.69 33.07 13.86 5.45
1834 79.63 44.04 171.24 18.22 71.14
1835 79.76 50.97 207.43 19.82 78.94
1836 79.90 53.43 200.97 19.07 55.70
1837 79.79 60.44 237.26 18.85 50.14
1838 79.84 73.02 35.02 14.86 9.66
1839 80.06 45.78 188.46 18.03 80.09
1840 80.04 35.61 139.68 17.11 101.98
1841 80.48 19.52 104.37 10.23 54.14
1842 80.20 21.84 119.15 10.87 64.87
1843 80.21 31.52 132.89 14.91 104.14
1844 80.57 43.05 141.51 18.11 99.67
1845 80.34 62.89 220.22 18.15 54.38
1846 80.44 32.95 117.92 16.05 133.20
1847 80.47 24.07 108.12 11.22 61.31
1848 80.47 30.20 121.23 16.34 99.70
1849 80.65 68.91 166.09 16.36 35.95
1850 80.23 80.46 27.00 10.18 1.64
1851 80.52 55.63 188.46 18.55 75.16
1852 80.46 77.91 29.51 12.21 5.66
1853 80.54 36.99 110.72 17.20 120.83
1854 80.72 71.60 102.99 15.63 26.66
1855 80.56 65.78 205.77 17.08 49.93
1856 80.59 58.31 208.16 18.05 71.59
1857 80.64 79.54 29.86 11.70 3.89
1858 80.82 47.50 159.19 17.62 118.33
1859 80.86 28.74 106.88 13.78 74.18
1860 80.88 50.06 172.92 17.86 96.66
1861 80.97 52.70 185.40 18.69 92.30
1862 81.41 73.19 114.22 14.41 18.75
1863 80.76 75.17 38.25 13.21 12.82
1864 81.03 61.34 219.40 18.21 77.78
1865 81.03 26.07 101.47 12.85 72.27
1866 80.98 38.93 107.25 16.29 85.17
1867 81.20 34.52 100.82 16.67 121.81
1868 81.26 45.36 136.91 18.67 81.87
1869 81.26 41.29 117.41 16.77 115.08
1870 81.23 75.95 45.95 13.53 11.63
1871 81.61 22.08 75.61 11.30 89.75
1872 81.26 80.03 27.64 10.36 3.86
1873 81.45 77.52 44.90 11.49 8.04
1874 81.65 55.03 163.01 16.09 58.69
1875 81.60 57.29 184.34 18.10 84.85
1876 81.65 36.85 73.84 16.11 130.62
1877 81.57 59.58 191.61 17.61 68.34
1878 81.62 63.87 224.45 17.72 67.02
1879 81.62 32.34 82.57 15.02 74.38
1880 81.73 67.94 202.19 16.57 43.00
1881 82.06 24.80 58.10 12.69 90.85
1882 81.89 30.25 59.40 13.32 84.18
1883 81.95 48.77 124.49 18.90 102.57
1884 82.17 39.90 98.65 17.72 128.41
1885 82.08 51.07 155.12 17.41 105.85
1886 82.00 70.55 189.02 15.61 37.15
1887 82.20 42.49 89.96 16.56 119.68
1888 82.36 75.66 138.51 12.94 20.98
1889 81.96 78.43 43.61 10.97 9.42
1890 82.22 27.56 53.52 12.89 90.61
1891 82.21 44.43 84.95 16.60 107.98
1892 82.46 46.97 110.88 17.90 117.15
1893 82.30 53.16 163.47 18.74 100.60
1894 82.26 61.74 203.72 17.22 74.16
1895 82.19 66.07 197.00 16.61 57.87
1896 82.52 34.88 68.99 15.54 97.35
1897 82.65 59.30 165.57 17.20 87.48
1898 82.78 32.36 59.10 16.66 123.71
1899 82.68 56.92 152.65 18.42 105.93
1900 82.69 37.61 57.72 16.08 115.55
1901 82.86 63.94 197.30 17.42 76.77
1902 82.88 72.12 201.96 13.11 29.37
1903 82.65 23.61 40.50 10.31 83.81
1904 83.07 29.71 46.04 13.81 124.00
1905 83.00 68.88 177.70 15.36 46.36
1906 83.09 54.86 127.61 17.74 124.04
1907 83.11 73.78 208.66 16.02 38.65
1908 83.22 21.11 36.86 9.62 48.58
1909 83.28 23.12 36.55 10.77 71.29
1910 83.11 49.78 98.84 18.08 126.22
1911 83.21 25.61 41.35 13.01 85.14
1912 83.19 78.31 63.47 9.59 7.05
1913 83.14 45.48 75.57 17.11 104.81
1914 83.34 43.05 67.55 16.80 129.50
1915 83.41 66.26 171.54 16.49 70.85
1916 83.51 27.53 44.12 12.69 88.49
1917 83.27 39.80 45.02 16.69 101.97
1918 83.48 52.29 108.79 17.26 130.54
1919 83.60 61.70 121.46 16.14 89.05
1920 83.59 36.67 43.16 14.59 103.22
1921 83.72 34.38 36.46 14.90 78.76
1922 83.78 48.11 64.47 16.25 125.60
1923 83.73 59.04 115.05 17.26 94.50
1924 83.83 75.64 178.59 12.92 20.87
1925 84.11 40.66 41.63 16.94 141.16
1926 84.02 31.51 39.69 14.08 111.91
1927 83.94 56.78 88.72 16.84 92.91
1928 84.22 45.97 52.84 17.22 132.87
1929 84.31 72.58 194.37 12.81 33.73
1930 84.23 50.62 58.73 15.84 111.06
1931 84.24 68.59 164.93 15.05 52.70
1932 84.35 64.35 133.06 15.48 84.14
1933 84.43 38.26 37.76 14.64 111.99
1934 84.30 54.47 86.27 17.80 118.97
1935 84.36 23.27 25.59 10.66 58.79
1936 84.64 25.62 27.37 11.43 90.36
1937 84.42 28.84 31.38 13.12 96.02
1938 84.60 44.06 44.02 16.91 129.49
1939 84.66 77.86 113.72 10.25 9.77
1940 84.73 35.67 33.39 15.69 90.26
1941 84.66 61.14 90.07 16.51 97.72
1942 84.71 33.35 35.71 13.69 90.69
1943 84.89 66.55 138.68 15.28 66.72
1944 84.99 42.00 35.42 15.40 126.22
1945 84.96 52.56 41.38 14.75 95.43
1946 84.89 58.88 68.63 16.21 118.37
1947 84.95 48.14 40.82 16.31 114.43
1948 85.22 75.04 195.29 12.45 23.88
1949 85.12 56.79 51.68 16.91 105.80
1950 85.00 70.54 147.82 12.92 36.14
1951 85.31 63.50 79.58 16.48 86.30
1952 85.33 50.75 42.10 17.05 101.29
1953 85.58 27.83 24.86 12.72 81.86
1954 85.58 40.22 35.45 15.58 92.56
1955 85.57 68.41 125.89 14.18 58.35
1956 85.65 46.15 35.72 15.97 109.15
1957 85.59 37.56 29.97 15.22 108.55
1958 85.55 54.61 45.40 15.64 126.24
1959 85.61 71.52 152.06 13.60 47.28
1960 85.84 23.90 20.95 10.38 55.32
1961 85.76 61.58 49.40 15.88 100.76
1962 85.84 32.92 25.48 14.12 95.18
1963 85.72 65.37 68.98 15.14 61.71
1964 85.84 43.65 34.16 15.62 113.87
1965 86.06 35.47 26.82 16.02 81.37
1966 86.00 49.14 35.08 16.03 115.19
1967 86.06 59.23 43.36 16.62 112.82
1968 86.13 76.80 104.08 8.85 10.44
1969 86.19 25.92 21.51 10.64 63.56
1970 86.33 52.40 34.55 15.12 92.99
1971 86.40 73.37 138.23 10.45 22.27
1972 86.38 57.14 39.32 15.09 102.32
1973 86.56 70.32 88.01 11.77 26.29
1974 86.57 29.19 21.82 12.18 74.60
1975 86.75 42.33 27.62 14.38 94.14
1976 86.61 63.78 45.74 16.00 85.71
1977 86.65 67.94 85.21 13.64 55.06
1978 86.69 39.83 29.62 14.60 83.59
1979 86.70 54.91 31.94 15.72 110.39
1980 86.73 37.35 24.61 15.25 84.22
1981 86.85 45.08 30.43 15.33 96.20
1982 86.93 47.60 31.08 15.33 98.17
1983 86.79 31.37 23.38 11.72 61.96
1984 86.86 50.48 30.69 14.83 77.75
1985 86.86 66.00 54.84 14.86 69.10
1986 86.86 61.26 41.40 15.52 109.12
1987 87.10 33.56 24.63 13.69 78.94
1988 87.29 24.72 19.02 9.98 53.16
1989 87.51 27.35 20.92 10.46 67.81
1990 87.47 59.16 31.15 15.23 94.70
1991 87.65 53.59 29.96 15.12 91.92
1992 87.66 72.56 69.68 9.90 16.92
1993 87.62 35.65 21.64 12.12 58.57
1994 87.75 38.79 21.96 12.64 66.57
1995 87.66 56.87 33.57 15.33 104.29
1996 87.73 64.89 36.67 14.44 94.42
1997 87.60 70.16 74.23 11.03 34.22
1998 87.89 30.35 18.58 11.51 57.19
1999 87.93 41.44 23.08 13.44 74.18
2000 87.91 51.39 27.23 14.92 76.12
2001 88.02 44.08 21.30 14.58 78.38
2002 88.01 49.08 22.68 14.85 79.55
2003 87.89 62.15 32.81 15.09 99.43
2004 88.00 68.08 52.34 13.61 71.46
2005 88.08 46.50 24.85 14.51 72.89
2006 88.21 32.92 19.39 11.87 42.05
2007 88.64 37.20 19.67 13.71 56.62
2008 88.59 60.18 28.61 13.80 86.29
2009 88.65 54.94 28.82 15.89 78.20
2010 88.91 71.89 50.97 9.95 27.17
2011 88.73 28.62 18.02 11.24 45.02
2012 89.09 26.37 16.37 9.99 33.78
2013 88.92 34.78 17.78 12.63 49.88
2014 88.87 57.52 27.70 14.82 94.63
2015 88.79 66.28 35.34 13.10 68.18
2016 88.83 63.58 31.59 14.10 83.54
2017 88.91 70.02 54.26 12.04 49.19
2018 89.01 39.47 19.38 12.05 44.04
2019 89.10 52.66 25.32 13.27 57.58
2020 89.11 50.41 24.00 14.99 65.35
2021 89.11 42.04 21.11 13.75 49.38
2022 89.27 31.39 18.86 12.31 36.22
2023 89.15 47.53 23.02 13.94 54.32
2024 89.22 44.83 20.44 13.37 39.80
2025 89.76 68.21 35.91 12.56 60.55
2026 89.61 62.27 27.33 14.00 66.33
2027 89.72 59.42 26.47 13.66 73.15
2028 89.80 54.76 25.53 14.30 65.65
2029 89.96 65.07 27.01 12.91 58.24
2030 89.92 37.08 18.15 13.79 30.88
2031 89.98 29.03 18.00 11.87 26.03
2032 90.05 33.80 18.85 12.23 27.98
2033 90.10 40.03 20.23 13.37 29.70
2034 90.22 42.87 19.18 17.04 35.32
2035 90.08 49.32 21.51 13.84 43.85
2036 90.15 57.17 23.93 13.40 56.89
2037 90.28 46.31 19.26 13.47 36.77
2038 90.50 52.41 20.77 12.77 29.79
2039 90.60 61.15 21.25 12.86 54.77
2040 90.70 31.39 16.41 17.53 23.12
2041 90.87 66.63 22.49 10.66 39.49
2042 90.97 36.14 20.41 22.17 23.38
2043 91.07 44.30 21.02 19.99 26.87
2044 91.03 63.81 21.38 12.12 41.77
2045 90.94 55.05 21.89 12.74 38.28
2046 91.15 38.72 17.23 16.94 24.54
2047 91.15 50.39 20.67 19.33 30.31
2048 91.35 33.91 18.47 25.52 20.60
2049 91.24 47.61 20.46 20.41 26.47
2050 91.29 59.05 20.22 12.49 33.86
2051 91.33 29.34 14.70 19.75 16.57
2052 91.27 41.40 19.01 14.33 22.74
2053 91.90 56.72 20.06 12.47 25.29
2054 91.75 61.80 21.39 11.63 34.74
2055 91.87 53.90 20.49 14.58 23.70
2056 92.04 31.90 17.32 24.22 15.61
2057 92.16 45.71 17.97 20.80 19.32
2058 92.10 51.66 22.34 17.53 19.99
2059 92.00 65.76 19.77 10.49 29.31
2060 92.08 37.57 17.67 24.61 19.75
2061 92.31 43.10 19.80 25.60 17.48
2062 92.44 35.30 18.70 27.87 12.83
2063 92.35 40.18 17.88 24.26 16.46
2064 92.25 48.81 21.34 25.26 19.73
2065 92.66 30.01 13.12 24.62 11.94
2066 92.65 60.01 20.16 11.62 22.17
2067 92.68 63.55 18.37 11.69 23.93
2068 92.92 55.01 21.45 17.83 15.16
2069 93.22 57.92 18.49 12.84 18.86
2070 93.21 51.23 18.70 23.21 13.78
2071 93.42 38.18 18.96 34.80 11.54
2072 93.39 47.09 18.70 23.61 12.53
2073 93.49 44.42 19.94 16.60 14.24
2074 93.55 61.99 17.69 11.00 17.51
2075 93.60 41.85 18.37 25.20 11.23
2076 93.54 53.38 17.41 19.24 15.00
2077 93.50 33.99 15.56 26.08 6.92
2078 93.81 32.45 14.39 27.62 10.31
2079 93.75 35.59 16.65 22.54 12.81
2080 93.84 56.00 19.87 15.41 9.95
2081 94.47 49.21 18.21 18.82 11.06
2082 94.54 40.28 16.22 27.45 9.55
2083 94.30 53.86 18.19 17.97 8.86
2084 94.48 51.95 19.82 17.20 9.91
2085 95.01 34.53 16.31 23.34 8.10
2086 94.65 44.06 17.43 18.12 11.12
2087 94.75 37.63 16.00 24.59 9.44
2088 94.90 46.75 17.98 22.04 9.29
2089 94.64 56.49 18.00 15.46 11.67
2090 94.61 54.97 18.89 14.39 8.39
2091 95.15 58.56 16.29 12.50 10.66
2092 95.25 42.17 17.36 15.21 7.79
2093 95.47 55.69 17.76 17.85 6.27
2094 95.73 49.70 17.53 18.88 8.50
2095 95.85 52.50 17.83 13.06 8.59
2096 96.11 39.45 18.21 23.74 9.81
2097 95.77 44.10 17.56 14.84 4.84
2098 95.99 58.20 16.40 13.15 6.24
2099 95.88 47.41 19.50 13.50 6.50
2100 96.26 55.22 16.96 19.82 7.26
2101 96.11 35.86 16.06 19.94 6.56
2102 96.27 44.87 14.90 19.25 5.75
2103 96.47 46.40 16.72 15.97 8.49
2104 96.42 48.29 16.26 12.45 3.94
2105 96.60 50.71 16.28 15.27 4.09
2106 96.68 43.70 15.91 18.34 7.34
2107 97.05 53.81 16.86 12.82 4.06
2108 97.34 42.04 14.90 18.69 5.60
2109 97.57 45.84 16.06 22.35 5.95
2110 97.95 41.25 14.62 12.17 3.71

