#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf11 14A 8 even-skipped Kruppel hunchback
627 37.03 64.85 201.79 29.94 119.99
628 36.95 43.98 53.83 22.05 112.53
629 37.13 81.39 99.98 38.70 106.05
630 37.07 28.46 45.98 23.02 111.32
631 37.19 60.70 200.37 28.37 116.62
632 37.24 10.77 40.03 20.62 91.59
633 37.22 67.52 201.80 29.26 122.08
634 37.33 39.50 108.16 29.58 139.28
635 37.25 58.26 206.72 30.54 135.05
636 37.26 84.45 79.71 52.42 103.58
637 37.46 53.81 181.04 27.66 114.17
638 37.63 56.18 197.50 27.38 115.40
639 37.45 51.35 175.02 28.23 139.09
640 37.58 89.25 38.51 57.13 56.36
641 37.55 26.35 81.86 27.54 135.67
642 37.62 69.91 195.28 33.38 124.90
643 37.69 13.47 70.89 23.00 107.82
644 37.63 35.73 114.24 28.86 150.60
645 37.65 48.72 169.26 29.67 131.71
646 37.71 72.31 189.60 31.21 121.23
647 37.70 15.96 74.17 23.34 115.98
648 37.75 41.49 147.32 28.15 139.24
649 37.72 91.34 22.67 46.33 27.32
650 37.83 7.35 43.44 17.05 24.11
651 37.75 30.71 108.15 27.17 137.38
652 37.87 45.87 164.42 29.44 144.94
653 37.75 74.97 157.68 34.61 113.09
654 37.79 62.77 221.64 33.99 134.98
655 37.99 77.66 113.88 42.90 110.17
656 37.83 21.60 84.74 24.60 136.38
657 37.98 23.98 120.06 25.45 133.60
658 37.98 33.54 132.60 28.33 140.08
659 38.12 9.30 62.62 21.65 61.83
660 37.92 18.43 93.94 23.27 109.47
661 38.34 37.63 191.43 31.81 141.72
662 38.37 43.59 180.63 34.80 144.75
663 38.22 86.22 41.74 58.38 81.61
664 38.30 64.99 181.47 40.97 115.64
665 38.38 83.18 60.60 66.07 101.06
666 38.28 58.74 212.62 41.82 132.18
667 38.23 66.95 182.92 43.05 124.47
668 38.46 80.21 63.74 60.05 106.69
669 38.62 26.94 169.45 32.14 134.16
670 38.55 50.45 200.25 31.44 141.42
671 38.50 53.10 215.98 33.49 124.72
672 38.46 60.87 203.83 36.59 121.96
673 38.65 69.03 137.07 52.87 145.54
674 38.88 11.78 91.27 25.39 89.84
675 38.80 39.57 195.28 37.39 161.22
676 38.74 31.52 172.43 35.89 155.88
677 38.82 47.96 201.35 36.45 131.74
678 38.77 55.18 197.72 37.29 124.26
679 38.86 89.02 30.53 72.95 65.60
680 38.87 19.89 155.51 30.11 134.59
681 38.82 35.54 192.55 33.30 150.13
682 39.13 41.51 205.08 46.69 149.44
683 38.80 71.13 134.06 50.81 112.64
684 38.84 73.53 114.53 55.26 134.04
685 38.97 91.74 17.98 63.15 31.08
686 38.75 75.87 64.00 45.50 95.41
687 38.89 14.65 129.66 29.02 114.23
688 38.97 63.30 180.96 50.91 136.08
689 39.13 22.23 164.41 33.22 143.18
690 39.25 29.37 189.95 37.56 145.88
691 39.15 17.46 146.50 31.26 120.52
692 39.21 45.63 209.45 42.25 141.39
693 39.18 57.36 180.72 50.63 129.27
694 39.31 33.43 196.30 36.63 137.98
695 39.37 24.32 157.28 33.12 123.77
696 39.34 7.26 57.71 25.73 40.73
697 39.37 9.47 87.20 25.79 55.67
698 39.33 66.90 110.60 52.41 141.96
699 39.40 77.98 45.59 71.64 96.41
700 39.42 59.59 135.16 66.00 150.98
701 39.37 85.92 39.17 79.93 95.60
702 39.51 52.10 190.20 42.27 138.99
703 39.52 61.59 161.60 54.48 145.25
704 39.64 80.89 38.38 105.06 100.58
705 39.43 83.10 30.90 70.08 68.23
706 39.61 37.82 172.14 37.74 138.14
707 39.53 43.49 181.98 36.66 101.17
708 39.73 65.17 101.29 73.82 132.69
709 39.79 49.70 148.33 39.64 136.59
710 39.67 69.25 87.36 77.65 138.26
711 39.65 75.30 63.35 63.08 127.79
712 39.96 93.75 12.58 52.89 8.96
713 39.83 27.16 162.92 38.96 129.26
714 39.92 55.83 154.42 53.12 135.08
715 39.94 71.84 81.36 75.72 150.58
716 39.98 35.82 177.51 47.27 159.22
717 39.93 53.90 123.34 57.18 113.71
718 39.98 15.75 147.45 51.11 131.75
719 40.10 31.38 177.95 49.21 145.71
720 40.05 13.18 98.93 41.20 102.00
721 40.15 20.53 127.94 39.00 120.09
722 40.13 39.79 192.50 49.95 170.58
723 40.13 47.20 178.27 50.53 144.19
724 40.20 87.61 26.76 79.15 46.20
725 40.09 11.29 91.36 30.64 66.44
726 40.22 63.09 93.16 74.12 154.21
727 40.48 84.41 31.52 96.32 74.12
728 40.36 90.96 21.56 74.12 30.24
729 40.28 22.60 158.46 46.62 151.58
730 40.31 44.41 148.94 48.61 126.48
731 40.38 58.29 96.09 77.66 142.17
732 40.52 73.70 42.59 91.84 117.87
733 40.48 24.90 154.75 50.18 141.15
734 40.44 42.01 158.08 54.32 148.50
735 40.42 33.56 186.12 56.88 161.09
736 40.45 60.44 73.83 84.55 153.00
737 40.49 18.38 122.70 52.79 134.32
738 40.53 29.25 158.92 50.89 154.90
739 40.61 76.40 37.09 92.90 101.53
740 40.59 8.91 65.94 43.33 74.12
741 40.53 51.59 126.46 60.63 140.82
742 40.58 67.24 54.91 87.23 137.86
743 40.55 79.03 25.70 81.02 74.97
744 40.70 37.81 146.56 72.80 180.68
745 40.69 69.68 50.84 96.64 129.75
746 40.70 82.28 27.10 83.78 67.71
747 40.66 80.98 34.78 81.52 67.78
748 41.01 15.10 98.75 74.87 118.71
749 40.91 53.83 102.42 79.88 155.71
750 40.91 64.97 61.82 94.91 132.95
751 41.02 27.08 137.25 61.29 154.32
752 40.92 56.51 110.55 98.31 165.89
753 41.03 48.87 120.00 73.24 174.14
754 41.08 11.55 77.90 54.41 93.44
755 40.97 94.60 18.62 43.55 4.45
756 41.11 35.56 144.29 79.75 180.51
757 41.07 46.05 131.34 77.89 166.70
758 41.35 89.49 39.87 113.79 51.03
759 41.32 20.56 95.58 71.86 131.21
760 41.19 62.10 58.34 106.28 153.63
761 41.33 30.90 124.74 77.18 171.09
762 41.31 39.61 132.53 84.26 173.37
763 41.25 43.81 129.62 81.40 156.27
764 41.37 71.73 39.05 110.78 117.84
765 41.31 33.04 119.84 92.25 175.02
766 41.40 23.10 104.01 74.62 136.37
767 41.33 59.30 58.37 100.32 126.74
768 41.58 77.56 29.37 113.12 81.03
769 41.62 6.81 44.44 68.61 60.16
770 41.35 41.61 105.53 78.57 116.20
771 41.62 80.31 31.63 98.98 70.93
772 41.64 25.45 105.29 87.81 162.32
773 41.53 51.03 77.87 90.61 126.05
774 41.74 86.93 69.95 105.04 49.43
775 41.67 18.41 84.43 81.13 107.90
776 41.63 28.59 130.13 79.45 165.38
777 41.62 74.37 30.84 91.74 78.68
778 41.72 66.56 44.94 113.03 119.49
779 41.65 68.92 37.50 108.33 115.83
780 41.65 83.71 27.11 91.44 44.69
781 41.88 55.36 72.20 108.89 165.78
782 42.19 91.42 90.18 82.69 19.76
783 42.03 94.26 51.22 62.43 6.82
784 41.84 37.34 105.01 101.11 181.82
785 41.94 53.05 66.78 121.48 148.78
786 42.05 57.50 49.75 114.17 137.08
787 42.13 9.58 36.15 76.14 63.69
788 41.93 63.94 38.60 116.49 115.18
789 42.03 46.25 80.51 87.84 155.01
790 42.10 43.14 69.11 113.96 156.03
791 42.14 61.26 44.38 117.38 138.99
792 42.30 11.72 49.49 85.56 97.32
793 42.15 16.02 64.05 101.71 107.06
794 42.15 34.75 82.27 112.78 171.67
795 42.25 40.53 71.11 106.58 160.66
796 42.19 48.91 61.32 108.82 147.97
797 42.31 32.26 70.10 115.15 153.66
798 42.56 81.54 66.70 125.68 52.04
799 42.41 22.25 64.37 117.99 129.90
800 42.44 59.31 38.44 130.61 126.88
801 42.46 29.80 70.36 107.36 153.24
802 42.49 70.42 29.95 115.67 80.56
803 42.56 27.11 69.56 93.86 144.33
804 42.49 72.84 29.97 114.74 77.74
805 42.55 20.36 51.21 115.54 107.06
806 42.56 24.74 61.32 104.02 139.54
807 42.62 51.27 46.89 118.96 143.44
808 42.66 75.63 36.68 113.98 69.83
809 42.82 38.48 57.62 128.77 155.60
810 42.75 65.53 37.19 129.34 99.94
811 42.65 68.14 31.10 124.69 88.99
812 42.73 78.34 53.47 107.24 58.18
813 42.81 85.88 139.22 101.80 40.91
814 42.80 88.76 110.99 80.58 25.01
815 42.89 63.08 34.41 128.26 105.80
816 43.00 7.48 20.26 80.94 35.78
817 42.90 36.08 53.03 120.98 126.43
818 43.10 13.64 31.03 99.33 85.47
819 42.96 44.76 49.76 114.66 136.37
820 43.02 53.90 43.58 144.81 131.61
821 43.03 42.37 48.75 120.55 143.21
822 43.02 47.10 45.50 117.74 145.33
823 43.10 56.06 39.81 128.73 134.06
824 43.12 18.28 33.85 119.85 89.26
825 43.25 83.50 144.43 110.70 43.35
826 43.22 33.48 39.18 133.85 108.71
827 43.28 49.62 41.38 141.44 124.99
828 43.35 60.56 38.42 148.05 105.46
829 43.34 28.66 39.18 134.89 128.39
830 43.49 71.75 40.05 132.65 79.59
831 43.20 92.25 89.19 71.95 9.88
832 43.30 23.61 38.93 139.00 110.04
833 43.32 31.29 39.24 127.52 131.31
834 43.49 57.88 37.16 140.14 99.96
835 43.94 94.49 66.07 64.80 5.87
836 43.46 4.98 11.30 57.58 12.96
837 43.50 40.50 42.75 126.70 129.46
838 43.47 9.80 21.22 88.25 39.36
839 43.61 74.13 61.76 130.95 64.61
840 43.62 25.92 39.93 135.42 112.45
841 43.57 11.94 24.85 98.46 46.08
842 43.69 66.93 38.03 137.22 88.66
843 43.67 69.26 40.92 130.51 78.08
844 43.82 90.46 156.49 102.47 24.96
845 43.63 21.46 32.98 123.14 82.13
846 43.80 52.53 37.59 145.01 108.70
847 43.86 36.96 41.31 133.18 110.19
848 43.88 76.60 154.10 113.49 53.53
849 43.83 79.05 142.33 121.19 44.94
850 44.02 16.60 32.71 147.79 67.19
851 43.90 34.92 39.89 153.71 113.94
852 43.92 62.58 38.21 140.28 80.77
853 43.92 64.76 36.42 136.85 83.04
854 44.07 19.54 30.07 128.54 67.05
855 44.02 45.27 37.48 151.61 108.07
856 44.16 88.13 194.25 109.15 28.74
857 44.09 81.38 180.16 117.75 41.32
858 44.04 85.67 204.71 114.11 35.17
859 43.93 42.82 41.31 139.38 118.81
860 44.07 47.93 37.30 138.86 93.91
861 44.16 38.76 41.81 151.03 112.16
862 44.30 7.39 23.69 106.97 24.63
863 44.16 55.18 40.76 152.60 91.43
864 44.25 14.04 27.85 135.21 64.68
865 44.18 23.47 35.93 156.83 77.28
866 44.19 30.40 31.73 152.33 111.41
867 44.32 27.98 32.38 152.49 81.19
868 44.34 32.61 40.12 155.16 99.33
869 44.36 50.51 36.42 140.15 74.14
870 44.33 58.99 45.81 143.76 71.00
871 44.56 4.86 15.31 89.84 12.27
872 44.67 11.15 48.51 147.41 47.26
873 44.63 60.87 133.93 154.50 86.05
874 44.59 70.56 139.89 134.85 54.78
875 44.72 40.74 59.29 154.06 86.51
876 44.67 67.80 157.30 146.88 62.49
877 44.77 57.14 87.35 151.83 72.94
878 44.74 73.30 141.24 125.52 51.09
879 44.91 83.64 200.28 106.66 28.16
880 44.86 25.86 61.91 169.85 72.47
881 44.82 43.27 60.15 166.69 89.65
882 44.98 91.76 140.29 97.54 15.02
883 44.87 21.26 41.39 159.39 70.23
884 44.95 75.49 207.42 120.38 41.46
885 44.98 78.45 191.73 112.64 31.90
886 44.89 53.17 93.78 147.68 78.37
887 45.04 65.43 168.69 144.42 68.49
888 44.96 35.05 56.12 171.67 80.03
889 44.96 47.02 68.19 169.15 84.30
890 44.95 16.11 60.51 148.11 50.06
891 45.09 63.23 188.68 154.54 68.99
892 45.27 8.77 99.85 141.46 34.79
893 45.19 30.17 68.11 167.73 85.75
894 45.27 37.87 114.40 174.06 68.11
895 45.20 48.34 113.76 166.69 70.17
896 45.44 55.11 185.28 157.33 60.97
897 45.27 81.25 179.37 108.99 24.62
898 45.28 23.51 88.31 166.84 61.45
899 45.34 86.16 178.69 106.75 22.30
900 45.48 88.91 176.63 97.62 17.82
901 45.45 45.39 101.23 156.69 71.75
902 45.36 27.84 77.39 174.27 74.61
903 45.53 71.89 217.96 136.12 40.07
904 45.68 13.69 114.25 152.13 33.99
905 45.40 32.62 83.32 174.38 75.54
906 45.36 49.43 104.88 149.62 64.21
907 45.53 51.27 161.19 151.94 60.71
908 45.57 68.80 213.17 143.68 47.75
909 45.80 19.47 131.87 167.51 44.88
910 45.71 58.86 201.48 152.68 52.56
911 45.71 61.08 225.01 152.69 55.30
912 46.06 16.71 135.86 161.75 32.08
913 45.84 93.95 44.00 71.59 4.37
914 45.85 41.84 191.54 157.79 65.89
915 45.93 39.90 205.47 162.85 59.31
916 45.99 66.72 225.00 140.40 42.70
917 46.08 74.82 201.20 125.49 24.30
918 45.97 79.69 188.81 119.97 24.06
919 46.22 57.02 218.99 156.88 46.34
920 46.16 77.31 213.05 114.96 24.22
921 46.16 21.84 147.10 166.29 47.82
922 46.14 26.10 165.30 186.62 49.16
923 46.28 36.41 203.53 161.24 49.51
924 46.31 8.40 125.26 149.33 23.48
925 46.02 11.13 123.08 152.74 28.56
926 46.17 34.59 180.01 162.53 58.26
927 46.29 52.92 218.30 156.18 51.57
928 46.08 83.94 146.22 97.48 16.00
929 46.23 43.64 188.12 152.63 45.01
930 46.30 64.72 215.69 136.42 31.42
931 46.06 91.23 83.91 93.16 9.05
932 46.17 30.65 163.32 163.44 45.61
933 46.30 62.79 238.81 163.62 50.51
934 46.27 47.70 205.59 158.40 48.22
935 46.30 70.32 228.04 138.85 35.48
936 46.45 24.12 187.24 176.87 40.47
937 46.27 28.43 191.30 172.60 48.58
938 46.48 95.66 18.10 54.00 1.16
939 46.44 32.52 201.53 167.03 50.34
940 46.52 50.15 215.61 148.86 46.08
941 46.52 82.08 172.27 128.14 18.08
942 46.54 86.64 119.90 125.21 16.29
943 46.70 4.79 64.08 119.71 7.68
944 46.83 45.75 216.76 155.92 38.41
945 46.80 54.82 222.29 152.06 41.76
946 46.74 89.33 97.44 107.84 14.16
947 46.78 38.56 215.35 159.62 41.11
948 46.77 60.36 223.46 148.97 35.93
949 46.71 12.15 139.78 168.54 22.15
950 46.97 68.48 223.49 134.77 30.50
951 47.00 14.33 172.92 139.60 24.66
952 46.99 41.20 196.13 148.18 33.05
953 47.15 92.08 49.01 99.05 7.19
954 47.18 19.67 188.25 176.50 28.13
955 47.19 29.23 222.60 175.04 33.76
956 47.32 31.27 216.49 172.75 33.70
957 47.21 58.61 192.79 134.34 24.48
958 47.09 79.44 144.14 119.12 18.38
959 47.15 66.42 198.59 130.75 25.23
960 47.20 71.33 208.30 131.19 24.26
961 47.57 5.87 62.72 125.21 7.85
962 47.29 16.13 157.99 183.63 20.46
963 47.22 26.85 215.36 173.74 31.72
964 47.23 73.90 181.74 129.67 22.36
965 47.38 43.31 230.28 162.48 38.28
966 47.32 76.56 158.21 119.57 20.20
967 47.41 33.51 219.76 166.06 38.10
968 47.37 84.62 69.11 109.02 12.85
969 47.46 35.41 215.83 177.70 31.38
970 47.54 47.83 222.70 149.06 30.68
971 47.36 56.77 185.23 151.64 26.32
972 47.32 62.60 222.27 149.35 32.59
973 47.57 22.87 204.82 181.36 25.16
974 47.48 8.07 110.04 181.51 18.29
975 47.39 12.04 169.43 169.50 19.10
976 47.54 25.11 210.10 184.29 32.90
977 47.47 52.53 223.81 147.73 35.21
978 47.69 87.49 92.37 120.24 12.82
979 47.60 64.67 183.82 153.00 28.72
980 47.72 37.28 210.04 162.71 29.45
981 47.64 50.09 216.20 162.97 35.27
982 47.66 82.05 87.82 135.44 13.91
983 47.79 10.07 105.74 170.12 14.28
984 47.80 98.23 4.19 21.93 0.04
985 47.84 39.42 195.20 162.75 26.10
986 47.80 60.59 175.95 163.43 30.71
987 47.85 54.86 199.46 160.69 26.93
988 48.04 45.54 211.71 162.15 29.07
989 47.96 69.50 150.42 144.60 22.05
990 48.02 27.99 161.57 183.80 23.27
991 48.20 41.37 216.78 170.74 26.80
992 48.58 89.48 45.50 113.25 8.91
993 48.11 67.15 157.82 140.68 21.77
994 48.11 72.19 152.78 139.44 17.98
995 48.17 79.24 86.68 144.81 14.36
996 48.23 74.70 93.59 150.27 18.01
997 48.25 12.91 80.04 172.40 14.35
998 48.32 30.05 191.28 170.88 22.52
999 48.32 15.56 86.49 156.81 12.74
1000 48.28 18.03 89.78 187.51 17.22
1001 48.37 21.09 131.92 185.44 18.26
1002 48.38 32.22 121.39 198.80 25.37
1003 48.31 51.56 160.76 177.36 24.00
1004 48.31 62.89 141.28 160.51 23.89
1005 48.37 57.34 142.84 168.22 20.08
1006 48.36 58.96 142.42 169.81 23.17
1007 48.38 76.92 73.59 127.39 17.36
1008 48.46 34.43 145.98 191.33 26.02
1009 48.48 24.20 157.96 194.63 20.75
1010 48.60 26.45 113.81 181.11 18.81
1011 48.51 83.72 51.64 118.35 10.32
1012 48.56 8.26 64.81 156.87 9.66
1013 48.54 43.58 189.47 175.09 26.87
1014 48.67 53.44 131.26 174.40 22.40
1015 48.56 85.96 45.09 105.78 9.82
1016 48.65 55.70 104.59 179.71 17.92
1017 48.60 65.18 111.08 154.56 18.86
1018 48.60 36.67 161.06 171.76 24.06
1019 48.60 49.39 138.81 177.78 25.63
1020 48.74 46.97 118.28 183.29 23.34
1021 48.77 39.30 114.75 188.24 24.66
1022 48.88 60.98 108.79 173.78 17.72
1023 48.89 70.93 83.25 153.18 16.78
1024 48.84 81.19 45.64 121.58 10.92
1025 48.90 68.85 77.17 149.19 17.76
1026 49.20 5.74 40.75 127.52 4.79
1027 48.87 16.42 66.27 178.53 12.33
1028 49.08 28.64 82.47 184.97 17.25
1029 49.14 73.01 57.59 129.03 12.92
1030 49.26 12.56 46.51 191.85 10.16
1031 49.21 19.66 74.32 174.90 12.28
1032 49.11 41.74 139.24 188.33 23.65
1033 49.33 92.17 20.99 105.46 5.77
1034 49.37 23.18 69.49 180.65 14.23
1035 49.24 30.86 92.15 198.30 18.00
1036 49.30 66.99 67.97 153.80 16.32
1037 49.28 75.44 48.48 130.14 12.68
1038 49.50 78.81 43.46 146.93 11.15
1039 49.28 17.45 56.17 175.44 11.41
1040 49.37 33.13 81.25 199.43 17.35
1041 49.36 44.46 87.72 186.04 22.04
1042 49.37 51.56 80.01 160.88 18.17
1043 49.42 58.93 74.49 170.32 17.18
1044 49.36 62.98 92.77 170.82 18.11
1045 49.29 77.62 40.96 137.96 10.57
1046 49.42 35.46 66.00 192.24 16.69
1047 49.60 56.74 68.40 181.12 15.73
1048 49.51 37.73 56.94 181.63 17.48
1049 49.55 25.27 65.14 193.86 14.71
1050 49.60 84.72 30.97 106.80 8.49
1051 49.59 8.29 35.79 158.05 7.43
1052 49.58 48.89 67.01 173.04 14.63
1053 49.66 15.31 40.12 159.54 9.84
1054 49.66 64.99 59.20 170.75 16.75
1055 49.63 54.37 68.37 179.46 17.94
1056 49.71 82.59 28.43 120.72 8.78
1057 49.85 86.98 29.34 108.12 8.40
1058 49.87 21.58 42.91 187.07 11.36
1059 49.71 46.60 66.72 180.80 16.85
1060 49.92 10.52 32.41 170.84 8.35
1061 49.83 27.19 53.99 189.94 13.08
1062 49.78 40.02 62.84 180.72 15.92
1063 49.91 69.00 43.23 147.78 11.66
1064 49.97 71.51 37.08 133.86 11.39
1065 50.05 42.42 56.74 177.44 14.23
1066 49.98 61.33 50.19 166.54 14.00
1067 50.12 80.35 30.22 128.46 8.92
1068 50.36 90.31 28.11 112.06 6.40
1069 50.15 17.73 36.26 183.52 9.82
1070 50.17 31.46 44.36 186.56 11.36
1071 50.13 4.53 16.67 89.16 2.71
1072 50.20 29.35 47.29 194.07 13.16
1073 50.36 93.98 15.84 70.66 2.95
1074 50.27 73.93 33.03 117.96 9.69
1075 50.30 34.03 45.62 180.41 13.65
1076 50.33 76.29 34.01 128.99 10.27
1077 50.45 53.39 47.49 169.94 11.60
1078 50.41 36.29 48.20 192.24 13.36
1079 50.38 44.86 45.67 170.58 12.58
1080 50.37 50.79 48.41 168.88 14.75
1081 50.49 66.34 44.01 164.06 12.22
1082 50.45 6.37 21.47 130.36 4.56
1083 50.57 20.09 33.31 172.88 8.71
1084 50.50 13.02 31.38 171.79 6.85
1085 50.56 57.82 42.87 169.74 12.66
1086 50.50 63.60 42.00 159.94 11.72
1087 50.63 59.81 41.17 170.75 11.79
1088 50.57 24.66 42.02 195.69 9.98
1089 50.61 38.47 44.27 175.94 13.08
1090 50.96 16.76 30.19 169.57 7.12
1091 50.58 47.61 46.85 173.03 13.89
1092 50.82 9.07 25.58 156.03 5.85
1093 50.79 55.71 42.35 167.51 13.18
1094 50.69 84.69 27.12 106.45 7.43
1095 50.82 40.66 42.57 176.40 11.72
1096 50.88 78.11 27.47 117.46 8.36
1097 50.89 68.24 33.59 152.48 11.81
1098 50.95 70.48 31.55 157.44 10.48
1099 50.86 82.43 29.59 122.40 8.59
1100 51.05 87.82 33.83 112.13 6.72
1101 51.16 61.83 35.35 153.04 10.04
1102 51.01 96.15 10.42 43.81 0.70
1103 51.09 42.93 34.84 167.48 10.62
1104 51.23 22.39 33.86 168.51 6.49
1105 51.64 32.56 72.25 178.20 8.50
1106 51.12 72.69 30.13 135.10 9.06
1107 51.17 30.88 65.39 178.25 9.29
1108 51.25 49.51 40.68 149.47 10.82
1109 51.26 4.94 17.98 92.27 2.40
1110 51.25 28.91 50.17 181.28 8.98
1111 51.37 51.91 41.62 156.89 10.68
1112 51.36 35.05 42.77 178.53 11.11
1113 51.27 45.40 42.15 164.18 10.76
1114 51.43 80.31 40.38 130.23 7.91
1115 51.23 11.56 23.64 137.82 5.88
1116 51.43 65.02 36.31 149.06 9.77
1117 51.51 37.07 49.59 179.20 10.13
1118 51.41 76.17 28.62 115.75 7.87
1119 51.70 90.13 32.77 95.77 5.48
1120 51.59 7.00 26.05 140.78 4.57
1121 51.61 13.68 53.06 177.32 6.09
1122 51.70 54.10 69.91 158.69 10.74
1123 51.71 58.08 44.51 147.39 9.51
1124 51.87 74.21 40.92 143.43 7.58
1125 52.07 92.84 44.62 81.41 3.54
1126 51.59 24.70 63.71 181.90 8.25
1127 51.75 39.25 48.94 183.88 10.88
1128 51.69 66.96 47.30 150.73 10.46
1129 51.60 47.56 62.92 161.10 11.18
1130 51.87 20.22 70.98 177.76 7.00
1131 51.80 59.97 40.61 147.87 8.99
1132 51.91 63.37 36.39 144.77 9.02
1133 51.85 85.63 53.23 115.31 6.21
1134 51.93 56.15 64.37 146.49 8.67
1135 51.91 27.51 70.75 172.59 8.46
1136 52.00 41.16 74.09 170.04 9.78
1137 52.03 83.17 69.66 108.38 6.10
1138 51.93 16.13 57.41 161.09 5.74
1139 51.94 69.18 38.39 149.39 8.56
1140 52.12 9.44 44.65 140.55 4.70
1141 52.11 43.53 76.69 157.18 10.92
1142 52.17 45.77 91.18 161.12 8.39
1143 52.51 70.90 92.57 136.09 7.09
1144 52.19 78.00 103.14 114.97 8.18
1145 52.33 12.27 76.62 147.03 4.30
1146 52.29 29.88 121.75 165.55 6.66
1147 52.24 50.55 77.44 158.36 9.28
1148 52.39 33.94 99.33 170.63 8.09
1149 52.34 18.72 86.00 159.51 6.43
1150 52.45 25.82 130.49 165.70 6.66
1151 52.55 48.27 125.20 143.54 7.75
1152 52.41 87.70 100.62 76.79 5.84
1153 52.54 61.60 75.61 148.70 8.79
1154 52.54 35.82 136.50 161.55 8.22
1155 52.63 52.69 129.88 142.04 8.41
1156 52.58 37.91 157.43 166.21 7.97
1157 52.69 80.70 129.34 103.35 6.52
1158 52.68 65.19 104.88 133.85 8.42
1159 52.65 67.28 62.34 135.43 7.77
1160 52.80 75.78 111.99 110.65 7.32
1161 52.77 94.74 41.58 39.42 1.96
1162 52.70 7.45 66.43 128.04 3.91
1163 52.83 23.95 140.69 163.76 6.32
1164 52.86 57.25 149.75 123.44 7.38
1165 52.84 14.86 102.31 146.21 5.09
1166 52.96 85.38 142.01 104.52 6.04
1167 53.03 27.93 169.89 153.22 6.34
1168 53.04 54.77 171.15 133.13 8.21
1169 53.05 59.52 130.96 126.00 8.46
1170 53.04 72.81 125.52 120.19 6.98
1171 53.01 41.77 151.30 151.18 8.98
1172 53.01 90.35 111.98 81.20 4.20
1173 53.15 63.26 139.06 127.61 6.80
1174 53.05 17.46 111.25 151.52 5.27
1175 53.11 20.28 141.56 144.40 5.60
1176 53.15 39.49 169.69 152.60 8.79
1177 53.28 44.07 177.25 118.40 7.71
1178 53.19 32.07 181.55 152.52 7.04
1179 53.29 10.53 99.06 135.61 3.81
1180 53.43 46.30 201.13 122.32 8.11
1181 53.40 50.41 183.92 134.01 8.33
1182 53.45 68.51 136.91 118.26 7.68
1183 53.43 78.18 174.80 100.85 6.17
1184 53.61 83.11 175.73 101.11 5.78
1185 53.57 88.02 180.85 99.57 4.98
1186 53.51 29.80 205.60 144.14 6.67
1187 53.60 22.06 178.76 139.77 4.90
1188 53.62 34.65 190.59 128.25 6.66
1189 53.58 92.70 93.66 62.66 2.84
1190 53.55 12.61 127.28 136.60 4.83
1191 53.55 36.96 193.94 137.34 7.10
1192 53.73 8.44 104.75 122.87 3.86
1193 53.77 26.14 183.86 144.53 6.03
1194 53.80 66.13 202.83 113.49 6.67
1195 53.80 74.58 199.70 100.32 6.40
1196 53.73 5.89 61.30 90.36 2.59
1197 53.80 52.53 211.97 128.30 6.64
1198 53.91 95.21 43.01 34.99 1.33
1199 53.87 61.36 182.76 122.60 6.64
1200 53.90 56.54 208.80 112.49 6.49
1201 54.04 48.33 205.73 111.03 7.61
1202 53.94 80.61 196.12 89.57 5.54
1203 54.09 42.54 178.84 120.84 5.87
1204 53.97 70.57 196.70 103.35 6.22
1205 53.91 15.65 125.40 123.88 4.23
1206 54.05 18.04 156.96 143.08 5.00
1207 54.14 40.41 208.75 125.55 6.95
1208 54.07 63.94 194.59 109.52 6.49
1209 54.11 24.09 186.13 144.91 6.04
1210 54.19 58.91 190.74 116.20 7.57
1211 54.35 76.60 197.13 91.60 5.33
1212 54.33 20.34 153.55 125.55 4.48
1213 54.34 54.49 218.96 114.11 6.79
1214 54.40 72.62 216.08 100.67 6.01
1215 54.56 91.01 162.13 74.19 3.32
1216 54.38 30.64 199.15 135.39 5.61
1217 54.35 85.38 174.08 68.27 4.87
1218 54.38 28.22 195.14 132.45 5.75
1219 54.50 38.48 189.32 126.76 6.51
1220 54.57 13.34 129.17 140.52 3.75
1221 54.63 11.08 100.58 119.82 4.04
1222 54.53 68.02 198.49 102.03 6.72
1223 54.69 50.13 196.15 113.95 6.95
1224 54.53 16.26 142.07 144.14 4.75
1225 54.65 46.12 218.71 119.90 6.54
1226 54.73 36.58 178.69 137.22 6.09
1227 54.77 78.89 192.41 86.08 4.86
1228 54.83 34.64 177.41 125.54 5.66
1229 54.85 88.28 190.13 79.22 4.31
1230 54.69 6.57 51.90 75.39 1.98
1231 54.82 81.97 176.71 72.28 5.20
1232 55.03 93.31 71.90 48.76 2.56
1233 54.85 9.04 92.59 122.98 3.36
1234 54.95 22.81 175.74 121.17 4.88
1235 54.97 60.82 201.22 98.92 5.98
1236 55.04 32.44 199.87 130.34 5.19
1237 54.94 52.21 199.59 104.63 5.96
1238 55.00 25.74 176.52 132.33 5.32
1239 54.88 62.77 181.90 108.56 6.54
1240 54.93 65.61 222.63 99.90 5.66
1241 54.93 56.87 206.28 102.37 6.43
1242 55.10 74.79 202.81 86.66 5.31
1243 55.09 95.54 36.10 22.30 1.12
1244 55.02 42.40 157.38 122.54 6.29
1245 55.09 70.33 212.08 90.49 5.31
1246 55.18 16.74 149.61 107.39 3.76
1247 55.37 84.30 165.60 83.48 3.85
1248 55.25 18.70 122.03 125.83 4.47
