#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em8 14A 4 Kruppel even-skipped fushi-tarazu
627 31.05 42.42 19.55 170.42 117.11
628 31.25 75.81 18.42 63.68 108.58
629 31.49 10.17 9.88 121.77 38.18
630 31.45 22.37 12.99 144.66 53.26
631 31.49 16.20 11.48 132.73 46.53
632 31.46 82.04 18.11 68.33 91.90
633 31.32 19.24 12.81 141.43 49.30
634 31.10 77.85 18.29 86.64 108.43
635 31.42 85.87 15.16 60.95 71.33
636 31.47 32.80 17.20 186.29 71.32
637 31.49 84.34 16.65 74.87 72.46
638 31.55 25.34 13.41 159.11 54.73
639 31.77 44.35 18.67 119.19 180.62
640 31.63 49.04 19.33 113.75 170.93
641 31.73 66.06 23.58 106.66 151.71
642 31.55 79.01 16.35 72.63 94.48
643 31.55 60.49 18.52 76.38 152.52
644 31.92 53.21 20.13 85.31 161.74
645 31.91 55.55 19.98 78.30 150.15
646 31.94 28.00 15.42 160.14 73.57
647 32.06 68.23 22.97 108.09 130.18
648 32.03 35.50 18.22 163.63 112.15
649 31.95 37.99 19.21 168.57 127.35
650 32.07 41.79 19.70 121.47 166.61
651 32.13 46.36 20.00 116.94 176.44
652 32.03 58.72 17.83 63.98 162.24
653 32.21 30.68 16.34 165.56 110.62
654 32.18 73.03 22.44 89.69 88.56
655 32.06 47.54 16.76 87.80 180.44
656 32.42 51.02 19.65 78.35 182.27
657 32.22 57.38 22.36 104.83 158.72
658 32.40 13.98 12.17 133.14 50.79
659 32.50 61.31 22.31 101.41 167.20
660 32.69 90.01 11.50 47.28 28.43
661 32.60 86.95 16.45 74.51 42.98
662 32.47 19.23 13.80 144.78 65.83
663 32.68 39.69 19.60 113.94 168.00
664 32.60 64.36 22.87 87.79 150.26
665 32.66 70.68 25.05 96.62 92.22
666 32.67 76.01 21.27 87.20 84.28
667 32.71 82.97 21.01 79.24 57.34
668 32.60 33.20 17.96 168.94 130.38
669 32.65 79.80 22.31 86.66 61.66
670 32.81 22.31 13.39 134.80 69.33
671 32.70 25.25 14.27 149.04 77.00
672 32.97 10.95 10.87 128.33 47.42
673 33.01 48.49 19.99 91.09 185.34
674 32.96 43.46 19.37 83.09 181.62
675 33.13 16.73 13.06 123.29 68.97
676 33.07 37.28 19.13 111.38 180.19
677 33.07 59.32 24.28 99.55 164.53
678 33.07 29.08 17.43 150.43 140.55
679 33.11 55.97 21.59 78.16 148.85
680 33.37 34.99 17.60 116.50 177.89
681 33.29 45.79 20.75 77.45 176.78
682 33.48 53.24 21.31 69.09 161.23
683 33.29 68.03 25.44 100.98 111.88
684 33.61 27.06 16.74 116.92 133.69
685 33.57 41.50 19.64 74.81 173.50
686 33.53 73.20 26.28 96.17 73.61
687 33.53 31.21 18.65 114.08 159.42
688 33.61 32.62 16.54 104.02 159.58
689 33.73 50.51 23.18 76.40 166.21
690 33.67 19.86 13.64 101.98 116.96
691 33.73 77.10 25.46 88.52 61.57
692 33.75 13.62 12.40 118.85 71.49
693 33.80 81.21 26.86 83.83 49.42
694 33.84 24.49 15.02 110.92 117.46
695 33.84 63.22 22.61 78.56 131.52
696 33.98 88.12 19.91 70.74 36.74
697 33.94 65.55 28.15 121.20 121.86
698 34.12 84.20 24.92 84.52 44.49
699 33.96 39.19 20.44 82.56 196.91
700 34.13 58.17 24.11 99.48 148.75
701 34.14 70.32 29.37 101.33 73.75
702 34.28 60.31 26.36 113.99 135.71
703 34.30 85.85 21.27 75.48 42.33
704 34.45 22.30 15.12 81.98 139.55
705 34.19 29.60 17.91 106.19 174.36
706 34.29 43.57 21.51 65.88 184.85
707 34.33 15.84 13.20 81.58 125.77
708 34.43 17.43 13.76 88.30 124.37
709 34.41 55.41 26.22 79.91 134.59
710 34.44 36.70 20.94 83.90 186.52
711 34.56 67.83 33.74 119.37 79.64
712 34.24 33.76 20.35 90.46 178.73
713 34.52 11.04 11.65 107.53 94.96
714 34.79 78.65 31.63 95.45 65.72
715 34.62 32.02 18.35 82.98 192.07
716 34.73 34.48 17.68 84.75 178.68
717 34.77 52.19 24.99 74.84 151.06
718 34.99 27.63 16.68 84.04 169.25
719 34.79 45.59 22.67 74.28 176.40
720 34.81 72.65 34.29 103.15 59.60
721 35.07 19.57 14.75 70.62 147.69
722 35.00 41.15 21.70 67.26 178.54
723 34.99 49.65 24.56 69.15 154.56
724 35.04 75.48 32.80 92.82 57.01
725 35.07 25.01 17.04 74.60 146.53
726 35.05 64.06 33.35 127.86 89.85
727 35.15 13.22 12.91 74.96 129.85
728 35.04 61.83 33.89 121.45 94.50
729 35.16 81.79 31.16 85.85 47.06
730 35.23 38.64 20.92 64.73 185.88
731 35.51 29.60 19.58 79.92 182.14
732 35.42 88.98 25.24 64.17 45.45
733 35.40 54.20 29.77 91.09 110.85
734 35.36 57.27 32.58 111.80 96.60
735 35.29 31.84 18.79 88.81 196.02
736 35.46 47.53 26.48 78.04 138.58
737 35.59 69.54 40.73 112.90 64.90
738 35.57 59.78 35.21 111.86 84.23
739 35.64 43.24 24.48 71.00 170.25
740 35.59 66.28 40.44 129.54 71.23
741 35.70 84.93 34.02 77.81 51.28
742 35.65 36.37 21.25 80.93 174.43
743 35.75 17.15 14.42 54.47 141.27
744 35.74 10.68 12.16 70.18 127.92
745 35.88 15.45 13.74 53.76 131.00
746 35.76 22.00 16.12 62.05 150.98
747 35.94 33.98 20.68 71.81 184.89
748 35.97 51.44 29.89 102.95 119.34
749 36.26 7.10 10.19 53.72 113.47
750 36.06 72.39 41.21 96.99 69.87
751 36.05 79.06 39.94 81.37 58.59
752 36.21 45.80 26.43 70.13 158.21
753 36.31 25.65 18.75 55.85 175.92
754 36.05 40.11 27.29 87.32 172.61
755 36.28 56.13 32.78 97.90 89.60
756 36.23 62.32 42.51 118.77 72.02
757 36.43 75.33 44.41 75.55 65.98
758 36.33 31.59 20.66 69.25 180.53
759 36.37 41.14 22.57 69.75 151.43
760 36.42 19.87 15.85 60.29 153.31
761 36.44 49.10 29.22 94.01 125.22
762 36.40 37.96 24.92 77.44 172.03
763 36.53 53.56 35.14 103.58 86.15
764 36.53 81.95 42.52 81.21 62.83
765 36.35 13.46 14.24 54.73 147.81
766 36.59 28.29 20.05 75.89 183.38
767 36.56 58.87 40.47 128.48 71.10
768 36.63 64.78 47.02 123.16 83.21
769 36.66 67.64 50.23 115.73 77.02
770 36.59 86.45 40.74 67.22 50.80
771 36.66 88.13 35.56 57.13 65.84
772 36.49 89.54 19.00 27.15 54.85
773 36.57 30.46 21.15 75.45 181.60
774 36.90 35.41 23.94 78.28 152.95
775 37.01 44.22 29.51 86.33 134.71
776 36.99 70.31 53.65 95.01 85.20
777 36.76 91.69 21.21 28.00 45.05
778 37.15 11.53 13.42 52.18 133.15
779 37.29 16.81 15.19 44.77 151.11
780 37.09 9.70 12.88 45.70 140.22
781 36.90 77.17 47.26 57.44 82.81
782 37.03 13.75 12.82 48.80 132.46
783 37.13 23.08 19.12 61.35 158.54
784 36.90 90.07 28.38 34.33 55.24
785 37.38 39.71 29.13 86.75 131.71
786 37.36 42.04 30.07 93.65 131.16
787 37.32 60.91 49.22 131.73 72.27
788 37.40 32.91 23.23 72.58 167.21
789 37.23 78.24 54.36 72.45 78.59
790 37.32 46.89 30.16 89.54 105.91
791 37.27 50.89 37.54 108.38 98.14
792 37.33 73.01 58.44 82.01 79.69
793 37.53 84.87 47.72 54.53 65.74
794 37.45 55.62 41.91 112.71 73.67
795 37.48 29.14 22.13 76.85 155.66
796 37.39 91.02 33.38 43.18 42.24
797 37.71 6.90 9.91 34.62 102.66
798 37.60 63.22 54.54 120.68 77.00
799 37.65 20.31 17.55 51.70 152.29
800 37.70 25.95 20.56 67.40 165.18
801 37.65 30.65 21.97 69.98 153.00
802 37.64 58.19 46.02 114.84 65.67
803 37.85 37.31 26.93 86.99 128.87
804 37.66 80.65 53.70 76.63 78.05
805 37.92 65.94 61.43 102.06 95.17
806 37.65 88.03 52.25 58.51 67.79
807 37.78 53.02 42.33 99.75 78.94
808 37.99 68.54 64.76 88.30 100.94
809 38.00 48.48 36.68 107.99 78.30
810 38.05 34.95 29.25 89.04 122.36
811 38.03 71.00 67.49 74.65 96.82
812 38.12 76.21 62.41 60.96 81.28
813 38.17 44.52 38.75 120.97 90.05
814 38.38 10.71 15.66 45.15 127.25
815 38.44 23.03 20.20 62.69 119.33
816 38.47 13.56 15.71 43.38 127.55
817 38.22 82.27 44.21 47.82 94.79
818 38.46 42.14 37.69 99.40 106.82
819 38.53 50.97 44.20 116.78 76.26
820 38.56 78.67 63.91 52.71 99.87
821 38.51 28.13 23.30 89.74 125.43
822 38.57 61.68 67.55 120.12 81.48
823 38.49 88.05 38.62 34.36 73.36
824 38.47 90.56 44.41 28.12 62.49
825 38.62 54.72 55.44 108.21 70.87
826 38.67 59.48 60.98 118.69 76.11
827 38.38 72.69 55.46 34.68 106.11
828 38.65 39.70 36.52 113.60 92.10
829 38.64 32.73 28.05 89.88 115.64
830 38.73 57.03 57.97 111.53 65.53
831 38.79 19.37 20.33 57.47 114.12
832 38.81 46.46 45.59 119.20 72.24
833 38.71 63.91 79.77 98.77 95.49
834 38.92 73.60 74.36 55.82 105.71
835 38.85 86.46 66.02 45.77 83.05
836 38.77 16.64 18.86 49.45 120.58
837 38.86 30.21 28.20 99.38 115.34
838 38.64 70.23 67.32 83.80 105.08
839 39.06 25.68 25.14 81.86 110.44
840 38.91 83.49 63.86 39.65 98.32
841 38.98 92.61 30.40 19.95 50.57
842 39.10 37.37 35.66 113.74 92.74
843 39.22 34.82 36.85 114.64 90.18
844 39.37 21.72 22.15 64.24 105.62
845 39.23 48.68 46.24 117.69 67.65
846 39.19 65.34 72.40 64.54 116.44
847 39.18 67.04 69.07 59.42 112.14
848 39.20 68.83 86.09 79.06 120.94
849 39.34 53.02 64.26 103.49 71.03
850 39.12 85.33 63.00 45.92 79.72
851 39.04 42.36 30.00 70.67 103.00
852 39.30 44.32 45.90 112.63 83.99
853 39.41 76.18 79.37 45.33 100.26
854 39.33 88.64 59.29 34.20 93.88
855 39.44 8.48 14.16 44.33 94.13
856 39.49 12.64 20.18 51.97 98.86
857 39.49 70.80 84.02 47.34 137.90
858 39.54 62.80 86.26 78.15 114.00
859 39.49 15.02 18.16 55.22 109.92
860 39.65 16.63 17.32 51.46 113.44
861 39.70 27.53 30.58 110.83 90.04
862 39.43 60.03 68.88 67.75 113.25
863 39.98 80.04 77.22 33.88 110.67
864 39.95 23.82 27.98 84.13 101.28
865 39.77 32.12 33.36 113.14 91.02
866 39.85 51.05 57.35 109.04 70.32
867 39.74 58.13 78.37 93.27 83.00
868 39.90 60.50 77.37 86.56 109.51
869 39.86 55.48 74.79 86.07 80.98
870 39.63 10.27 17.71 37.71 87.36
871 39.87 39.40 45.45 116.35 80.13
872 39.86 41.94 47.65 116.73 77.39
873 39.52 54.65 65.33 58.67 104.00
874 39.86 71.82 97.56 58.63 137.12
875 39.82 64.00 66.11 65.89 109.28
876 40.29 84.06 67.60 31.33 115.86
877 40.19 18.68 26.04 67.72 88.49
878 40.26 46.80 55.44 100.90 87.34
879 40.14 86.37 76.64 34.96 104.05
880 40.17 7.15 15.52 53.52 68.65
881 40.21 13.37 16.92 49.10 89.98
882 40.21 29.71 35.34 114.88 80.63
883 40.16 36.30 43.91 119.36 78.76
884 40.27 77.96 80.31 27.89 120.42
885 40.30 10.39 20.79 61.71 73.76
886 40.52 74.34 102.39 39.68 127.78
887 40.14 90.43 45.91 19.93 100.49
888 40.22 69.13 94.40 44.85 148.49
889 40.34 49.06 63.08 103.08 85.45
890 40.38 44.37 55.48 125.47 94.18
891 40.44 53.47 86.76 84.90 94.69
892 40.22 72.37 74.33 49.50 136.83
893 40.32 8.34 15.43 47.14 61.07
894 40.78 21.28 31.44 75.31 80.86
895 40.63 33.90 49.25 128.21 89.84
896 40.56 62.44 86.83 54.32 136.83
897 40.60 66.65 106.67 65.40 136.12
898 40.69 64.46 100.29 61.13 142.22
899 40.80 27.33 39.89 104.39 79.41
900 40.72 57.95 96.44 70.53 99.93
901 40.89 40.81 56.85 102.90 87.28
902 40.79 6.19 13.36 42.53 64.35
903 40.94 24.80 36.93 98.25 83.22
904 40.84 77.01 101.26 41.16 135.28
905 40.94 15.82 25.52 74.00 71.15
906 40.98 38.09 52.99 117.20 85.33
907 40.86 55.56 98.19 58.53 100.30
908 40.86 60.73 74.44 46.09 128.51
909 41.11 31.54 46.34 111.06 80.54
910 41.09 71.17 117.88 48.84 146.64
911 40.96 51.38 81.88 76.47 99.78
912 40.97 87.27 53.33 19.16 93.53
913 41.43 12.71 26.47 74.85 69.01
914 41.11 89.78 73.95 26.70 89.16
915 41.23 80.75 93.12 31.88 123.38
916 41.29 43.15 67.48 97.21 102.34
917 41.28 8.60 21.30 57.99 58.64
918 41.44 85.05 69.79 26.70 111.21
919 41.42 35.69 56.36 106.47 78.88
920 41.48 29.40 49.72 102.95 79.20
921 41.45 48.23 82.27 77.93 108.67
922 41.45 59.51 109.22 58.59 118.50
923 41.60 18.94 33.73 70.78 71.48
924 41.37 46.44 78.29 84.97 97.87
925 41.75 53.50 96.14 48.67 132.64
926 41.37 56.35 68.82 40.94 117.12
927 41.67 83.18 98.11 36.93 118.90
928 41.68 92.76 58.80 20.47 52.88
929 41.76 68.00 105.24 44.37 157.56
930 41.80 76.20 115.57 37.65 134.43
931 41.78 57.53 109.85 53.27 115.07
932 41.81 62.63 109.26 51.77 161.73
933 41.56 91.06 52.26 17.68 83.16
934 41.84 73.03 121.18 44.55 138.50
935 41.88 6.18 18.00 50.95 49.80
936 41.81 22.15 38.19 75.92 73.07
937 41.80 10.04 22.51 60.06 60.16
938 41.88 27.41 53.70 73.43 93.23
939 41.90 33.21 57.09 112.02 84.08
940 41.76 79.71 91.50 34.62 110.52
941 41.78 15.22 32.66 64.37 79.71
942 41.93 25.14 50.79 80.82 80.54
943 42.03 87.24 89.65 30.55 85.70
944 41.90 40.02 70.47 82.73 104.02
945 42.17 65.27 127.84 56.86 163.33
946 42.02 41.62 82.14 74.32 116.98
947 41.92 51.35 91.19 52.86 143.21
948 42.26 44.93 83.23 62.38 117.28
949 42.31 55.52 112.29 39.78 138.24
950 42.33 69.58 127.21 50.13 159.01
951 42.32 16.12 35.51 71.00 79.65
952 42.06 17.03 24.30 54.80 76.60
953 42.25 37.02 77.27 86.00 100.04
954 42.57 46.98 95.08 56.87 141.15
955 42.33 30.35 69.69 85.49 92.49
956 42.59 90.52 84.70 27.46 76.99
957 42.40 35.10 68.62 73.94 96.52
958 42.77 58.95 96.15 34.70 144.82
959 42.61 61.04 120.63 44.86 157.83
960 42.73 78.49 113.72 36.46 105.57
961 42.80 13.11 33.92 68.67 76.10
962 42.75 19.93 53.08 74.34 87.00
963 42.82 81.61 112.44 36.02 90.11
964 42.90 8.98 30.25 70.74 62.33
965 42.74 32.16 74.49 66.68 105.40
966 42.62 31.19 51.27 54.27 111.18
967 42.91 74.99 126.66 44.71 132.07
968 42.96 84.96 105.18 32.86 89.35
969 43.18 94.00 49.24 18.41 41.20
970 42.83 49.82 95.66 50.34 157.16
971 42.93 57.59 123.04 43.98 144.96
972 42.99 63.48 130.86 46.71 170.96
973 42.97 18.37 44.96 66.90 81.66
974 43.25 26.52 62.88 61.87 118.48
975 43.24 52.02 107.50 39.96 166.15
976 43.01 67.37 140.81 53.02 162.61
977 43.15 42.15 96.70 46.81 143.24
978 43.06 72.03 134.89 46.53 138.86
979 43.20 5.38 20.11 42.02 57.25
980 43.26 29.03 61.81 51.95 128.38
981 43.12 39.37 104.51 58.98 127.34
982 43.27 53.98 133.17 47.60 129.74
983 42.98 56.01 94.67 38.24 155.19
984 43.25 37.41 87.82 50.67 128.92
985 43.38 45.01 106.19 45.59 153.41
986 43.06 15.18 35.45 39.14 73.18
987 43.50 34.61 79.83 46.75 125.54
988 43.15 60.46 104.50 46.33 152.92
989 43.50 88.45 97.24 37.51 72.99
990 43.66 65.27 151.07 51.71 155.87
991 43.70 69.73 144.50 52.68 159.99
992 43.52 17.55 40.72 60.24 85.68
993 43.83 56.31 141.01 40.42 159.42
994 43.94 11.21 39.74 43.36 101.55
995 43.61 14.69 44.90 56.55 79.02
996 43.74 23.70 58.45 49.07 108.09
997 43.77 61.02 153.21 46.33 160.76
998 43.67 46.99 136.12 49.05 135.84
999 43.91 76.45 130.09 50.12 102.98
1000 43.96 49.48 119.33 38.91 165.43
1001 43.89 62.36 120.39 40.59 164.28
1002 43.94 79.89 129.95 49.47 82.76
1003 43.95 12.57 45.50 44.82 95.35
1004 43.89 15.91 47.76 56.03 87.00
1005 44.06 58.91 142.25 43.92 166.82
1006 43.97 8.77 42.17 46.38 92.36
1007 44.10 83.95 117.18 42.43 79.46
1008 44.21 20.51 57.42 45.34 103.33
1009 43.96 30.78 87.63 59.55 107.68
1010 44.26 38.76 118.98 39.69 142.45
1011 44.22 40.46 122.03 39.19 156.51
1012 44.27 43.23 124.21 38.14 180.19
1013 44.17 72.91 143.46 62.49 117.67
1014 44.09 13.66 45.96 44.37 83.81
1015 44.34 91.44 75.27 34.18 61.05
1016 44.45 36.63 103.85 36.70 164.97
1017 44.42 67.17 155.61 59.04 152.38
1018 44.41 95.16 35.61 17.80 26.40
1019 44.50 26.44 74.21 39.00 135.34
1020 44.33 32.63 98.23 41.02 135.47
1021 44.59 54.55 151.14 43.10 147.24
1022 44.42 52.17 158.18 45.34 151.37
1023 44.63 87.55 108.19 47.20 68.36
1024 44.65 5.75 34.58 35.29 83.31
1025 44.51 28.51 87.26 38.48 121.33
1026 44.62 16.27 57.75 38.43 109.58
1027 44.60 45.46 139.38 37.22 158.34
1028 44.67 64.14 153.18 53.87 151.95
1029 44.75 48.16 152.34 42.49 156.76
1030 44.74 8.14 40.12 42.15 99.00
1031 44.78 30.64 95.75 33.92 134.62
1032 44.88 70.17 148.04 74.61 136.83
1033 44.68 61.98 129.86 34.71 170.36
1034 45.08 81.64 126.22 59.71 69.55
1035 45.00 56.79 173.29 49.67 148.50
1036 44.91 11.65 40.54 26.21 103.33
1037 45.11 14.44 58.49 27.43 113.34
1038 45.04 61.28 156.81 49.34 147.91
1039 45.06 74.69 152.85 64.03 94.21
1040 45.03 78.07 134.19 62.51 80.56
1041 45.15 12.95 57.04 29.75 108.16
1042 45.18 50.64 155.57 44.90 155.58
1043 44.97 33.01 99.59 36.82 138.35
1044 45.20 34.81 129.82 36.18 138.32
1045 45.26 59.04 171.44 52.11 142.58
1046 45.30 22.41 80.14 43.75 119.29
1047 45.45 37.89 123.28 34.35 160.64
1048 45.46 84.57 123.34 58.62 65.65
1049 45.61 93.84 53.58 39.31 32.75
1050 45.74 20.24 78.08 31.44 119.05
1051 45.45 42.94 152.39 37.09 165.48
1052 45.53 53.12 170.78 50.35 135.80
1053 45.56 67.93 168.85 85.65 123.76
1054 45.68 90.59 95.01 51.65 48.72
1055 45.61 46.25 157.60 36.96 160.91
1056 45.65 65.52 174.87 77.80 123.19
1057 45.69 72.29 150.34 83.38 103.77
1058 45.55 17.16 75.45 26.09 128.08
1059 45.51 10.86 63.79 31.94 96.09
1060 45.68 40.14 150.10 37.57 150.34
1061 45.53 32.53 97.42 24.04 139.50
1062 45.99 7.32 55.75 25.80 110.51
1063 45.67 26.66 92.61 31.54 140.63
1064 45.46 35.91 73.22 16.89 145.11
1065 45.79 23.60 95.51 31.46 137.71
1066 45.68 29.16 110.61 27.51 137.07
1067 45.55 39.08 130.33 31.17 185.83
1068 45.85 48.77 166.88 45.61 149.19
1069 45.89 62.90 174.45 72.73 126.96
1070 46.05 55.45 180.76 51.99 121.60
1071 46.03 87.43 119.43 65.35 55.36
1072 46.07 15.60 67.75 22.53 130.76
1073 46.00 76.34 144.20 70.77 82.46
1074 46.01 25.14 82.81 29.89 140.00
1075 46.14 80.09 140.10 68.51 69.61
1076 46.13 60.37 172.38 70.06 106.27
1077 46.14 10.45 59.63 30.18 96.35
1078 46.26 57.78 184.38 60.05 124.42
1079 46.11 32.17 131.56 32.43 145.06
1080 46.32 70.08 165.90 102.43 107.61
1081 46.43 36.84 138.51 30.03 141.74
1082 46.34 34.23 132.30 28.97 160.32
1083 46.36 51.51 182.06 58.27 111.13
1084 46.29 12.96 66.72 19.86 111.78
1085 46.12 17.80 63.62 22.92 120.92
1086 46.39 41.41 168.41 40.62 129.22
1087 46.42 44.34 165.34 42.83 125.79
1088 46.55 96.32 27.48 21.77 14.31
1089 46.76 28.16 113.39 30.65 142.80
1090 46.76 83.85 133.40 68.98 61.52
1091 46.96 22.02 99.95 29.35 123.14
1092 46.92 31.14 131.00 29.70 144.22
1093 46.81 39.01 165.07 38.67 129.32
1094 46.71 67.38 167.03 101.56 100.58
1095 46.83 74.22 152.33 77.49 84.98
1096 46.73 46.90 178.46 49.77 123.44
1097 46.72 53.64 194.46 64.06 123.46
1098 46.72 64.71 191.27 105.99 113.14
1099 46.80 19.37 88.37 23.87 120.82
1100 46.87 49.54 177.62 60.01 120.97
1101 46.94 93.11 72.92 50.45 44.16
1102 46.94 14.05 82.64 25.30 119.16
1103 46.74 24.89 104.19 23.95 141.05
1104 46.77 9.92 53.71 12.93 102.29
1105 47.01 77.61 153.67 71.28 75.13
1106 47.09 89.96 109.07 58.79 52.24
1107 47.09 62.00 179.22 78.84 102.81
1108 46.91 5.03 44.82 17.97 79.92
1109 47.09 11.25 93.09 24.78 98.07
1110 47.05 17.82 88.57 23.32 127.08
1111 47.42 7.61 73.51 22.28 106.66
1112 47.34 25.49 101.18 26.49 147.63
1113 47.35 72.02 165.14 100.55 91.09
1114 47.26 42.84 175.53 59.69 108.04
1115 47.24 59.52 180.49 95.50 107.30
1116 47.42 81.40 144.36 68.54 73.83
1117 47.33 35.58 156.51 38.88 122.80
1118 47.37 57.18 188.77 89.30 99.69
1119 47.40 87.02 128.21 69.47 59.88
1120 47.52 33.22 148.87 35.63 141.49
1121 47.51 54.98 195.08 84.58 99.58
1122 47.58 69.13 176.05 101.92 97.80
1123 47.61 45.18 175.83 64.83 93.62
1124 47.64 52.25 185.29 77.62 103.94
1125 47.66 40.57 166.32 51.01 114.27
1126 47.72 47.90 182.20 70.89 95.79
1127 47.79 63.85 179.58 101.51 92.32
1128 47.89 66.42 175.53 100.61 95.00
1129 48.05 4.32 45.25 13.79 63.18
1130 47.63 11.57 86.79 26.63 103.47
1131 47.88 15.58 98.19 22.15 111.41
1132 47.91 29.57 139.94 38.12 129.62
1133 47.91 50.23 210.07 83.59 108.38
1134 47.99 27.19 133.97 33.35 131.48
1135 47.98 38.09 171.60 48.07 109.94
1136 47.99 19.27 116.64 27.95 104.39
1137 48.04 78.60 145.20 63.11 82.45
1138 48.06 75.58 153.92 63.52 80.68
1139 48.11 95.12 44.59 27.08 24.72
1140 48.18 23.72 129.80 34.16 125.66
1141 48.30 13.14 98.93 24.10 84.64
1142 47.98 16.97 94.12 22.94 122.72
1143 48.26 84.43 126.77 48.15 75.16
1144 48.19 60.91 181.96 90.36 98.84
1145 48.22 98.04 16.68 7.71 7.76
1146 48.41 91.30 92.47 42.35 54.77
1147 48.41 31.42 154.18 46.16 110.10
1148 48.57 9.62 95.46 29.83 74.21
1149 48.52 21.46 130.29 31.03 92.18
1150 48.35 43.04 183.77 75.69 94.54
1151 48.42 58.56 188.40 104.27 107.37
1152 48.42 70.99 163.59 81.51 104.82
1153 48.47 35.93 167.40 52.10 102.49
1154 48.56 53.79 187.30 93.37 95.63
1155 48.50 56.22 202.31 110.42 100.51
1156 48.54 46.39 185.96 100.72 93.95
1157 48.68 88.05 120.98 45.08 69.61
1158 48.75 33.56 163.09 54.77 115.47
1159 48.83 73.61 165.75 59.06 101.12
1160 48.72 80.84 144.98 47.20 87.85
1161 48.79 68.43 170.05 84.10 99.26
1162 48.73 64.56 185.68 108.20 117.56
1163 48.72 40.36 178.52 67.39 98.10
1164 48.82 48.99 193.99 105.78 113.44
1165 48.98 7.10 84.01 28.24 64.74
1166 48.93 25.63 146.16 42.71 104.14
1167 49.10 97.47 20.49 9.63 9.37
1168 48.98 51.51 190.85 107.53 110.61
1169 49.10 62.25 186.20 91.26 120.92
1170 49.02 17.89 119.64 30.64 90.29
1171 49.11 28.24 151.03 48.18 91.07
1172 49.37 15.02 115.50 34.01 77.98
1173 49.26 37.91 178.43 76.40 113.28
1174 49.21 76.92 149.52 49.30 101.94
1175 49.31 44.73 193.35 88.33 90.99
1176 49.38 66.37 180.32 82.44 123.90
1177 49.51 94.37 55.31 22.20 33.10
1178 49.45 42.62 187.63 81.65 98.13
1179 49.53 60.10 199.07 88.08 110.99
1180 49.59 23.06 142.36 47.75 86.48
1181 49.58 55.55 198.62 108.43 110.41
1182 49.53 57.77 202.36 91.58 119.22
1183 49.54 82.99 143.06 35.22 89.37
1184 49.65 12.37 106.69 33.71 71.45
1185 49.47 31.05 165.63 60.65 101.98
1186 49.56 35.20 173.27 77.74 99.39
1187 49.62 47.17 202.95 94.67 111.65
1188 49.56 71.30 193.19 63.07 145.82
1189 49.67 86.04 131.67 34.26 77.61
1190 49.74 20.30 128.91 38.60 84.00
1191 49.77 53.42 198.04 102.36 122.40
1192 49.83 90.32 102.30 34.90 76.29
1193 49.79 40.51 182.24 80.43 102.35
1194 49.87 79.99 153.11 39.01 101.87
1195 49.89 49.41 202.55 89.97 135.65
1196 50.09 8.93 97.83 33.66 59.21
1197 49.96 63.95 185.35 74.99 139.83
1198 50.03 25.78 152.98 48.95 84.60
1199 50.06 69.00 172.83 51.61 162.40
1200 50.06 73.98 160.14 38.02 144.68
1201 50.11 6.14 77.80 33.16 50.75
1202 50.09 28.91 160.41 64.79 90.79
1203 50.12 32.95 171.71 74.00 101.34
1204 50.16 51.46 193.32 85.76 148.74
1205 50.14 98.03 16.42 3.79 9.54
1206 50.23 17.47 124.64 35.80 76.78
1207 50.41 36.80 186.51 68.03 102.12
1208 50.45 38.86 191.38 75.57 99.72
1209 50.39 45.51 193.23 77.14 116.02
1210 50.42 76.74 156.97 35.92 117.02
1211 50.50 66.25 174.20 48.92 169.32
1212 50.59 43.22 187.11 70.74 98.52
1213 50.63 61.91 187.94 56.93 160.35
1214 50.63 57.09 202.49 67.82 153.70
1215 50.66 93.58 63.46 16.41 59.63
1216 50.59 59.50 197.31 60.97 135.74
1217 50.82 14.49 112.61 35.65 68.19
1218 50.79 87.58 121.26 25.34 81.73
1219 50.71 54.76 200.62 71.61 148.30
1220 50.81 21.06 138.04 45.14 78.33
1221 50.87 30.35 163.00 68.44 104.87
1222 50.77 71.66 166.80 34.03 144.36
1223 50.78 84.00 129.67 26.53 104.54
1224 50.71 10.54 109.10 35.90 65.12
1225 50.88 24.00 148.85 50.87 80.50
1226 50.85 34.87 175.64 65.72 105.71
1227 50.83 47.75 195.10 71.32 147.38
1228 51.00 96.42 26.22 4.89 21.04
1229 50.96 27.31 154.93 53.55 83.39
1230 51.06 11.94 107.53 39.36 66.65
1231 51.00 40.92 190.06 60.29 112.22
1232 50.97 79.77 144.15 29.98 121.81
1233 51.04 50.05 194.99 61.43 162.04
1234 51.16 52.55 191.95 56.53 174.36
1235 51.16 64.13 189.17 46.88 183.55
1236 51.17 68.40 172.53 38.28 171.57
1237 51.38 90.33 102.59 21.20 87.20
1238 51.32 32.38 176.61 52.80 107.10
1239 51.44 74.38 160.28 28.73 130.57
1240 51.47 6.33 82.68 28.57 54.19
1241 51.31 17.62 128.60 35.74 79.41
1242 51.50 98.18 14.59 1.56 10.20
1243 51.53 45.27 192.51 51.55 149.06
1244 51.63 9.00 109.60 31.96 62.71
1245 51.52 38.39 188.46 53.96 135.51
1246 51.60 60.43 191.29 40.36 160.42
1247 51.65 57.99 195.60 42.68 168.39
1248 51.67 77.25 152.75 29.39 115.48
