#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
gb8 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1824 80.23 27.88 64.16 27.21 43.63
1825 80.26 30.32 70.62 30.06 44.21
1826 80.29 39.44 87.43 32.59 48.05
1827 80.32 13.75 32.79 18.36 28.30
1828 80.34 64.43 64.21 29.10 66.29
1829 80.38 53.97 98.47 33.43 56.19
1830 80.62 76.53 34.65 21.68 95.72
1831 80.42 49.03 104.65 34.28 45.65
1832 80.44 67.10 48.91 26.09 69.73
1833 80.26 70.46 40.33 21.58 79.75
1834 80.45 46.32 99.21 34.26 47.09
1835 81.06 16.06 42.36 18.79 27.37
1836 80.75 35.31 84.09 31.76 41.22
1837 80.90 19.11 43.58 20.46 31.11
1838 80.77 32.47 71.52 29.68 42.43
1839 80.75 58.62 78.83 32.66 54.36
1840 80.76 51.66 101.44 33.22 48.69
1841 80.84 56.07 91.78 33.57 53.22
1842 80.80 72.22 39.83 24.54 77.89
1843 80.85 37.73 87.17 34.62 45.74
1844 80.91 44.20 102.71 36.53 42.97
1845 80.93 62.50 93.47 33.20 72.67
1846 81.13 23.56 54.32 23.72 32.43
1847 81.00 41.70 86.87 32.28 44.28
1848 81.28 26.83 61.97 25.91 35.63
1849 80.96 69.38 44.05 26.77 67.68
1850 81.42 78.56 29.24 18.28 82.59
1851 81.41 47.68 103.97 35.05 41.77
1852 81.48 50.06 108.54 36.47 44.77
1853 81.59 30.14 63.93 27.20 35.82
1854 81.43 53.74 106.14 35.69 46.37
1855 81.64 60.23 89.68 29.43 50.21
1856 81.48 70.03 51.41 27.00 70.31
1857 81.51 74.26 38.13 21.53 67.53
1858 81.84 14.09 37.62 17.95 23.98
1859 81.70 64.94 67.97 28.20 49.94
1860 81.59 67.57 61.24 27.86 58.76
1861 81.72 39.73 85.85 32.80 41.66
1862 81.65 21.19 51.41 20.70 28.89
1863 81.87 33.17 64.59 29.70 35.83
1864 81.89 57.89 90.82 32.80 45.05
1865 81.89 37.47 79.27 32.88 40.43
1866 81.93 35.40 68.64 30.70 36.84
1867 82.01 44.47 100.78 35.47 39.03
1868 82.00 71.59 49.25 25.01 63.39
1869 82.04 55.64 103.00 33.19 45.45
1870 82.06 42.23 87.95 32.52 37.35
1871 82.03 75.44 37.53 20.34 67.60
1872 82.17 17.84 48.09 20.41 28.46
1873 82.12 52.19 105.43 35.36 43.12
1874 82.16 19.99 53.45 21.60 26.98
1875 82.23 62.61 83.72 29.20 47.83
1876 82.20 46.57 104.76 35.13 40.65
1877 82.42 22.71 51.49 22.65 28.98
1878 82.42 28.30 57.13 28.03 34.63
1879 82.50 25.66 52.75 24.33 32.38
1880 82.47 50.07 107.36 33.10 41.00
1881 82.63 77.13 30.78 18.86 61.91
1882 82.72 67.84 64.87 26.91 49.12
1883 82.78 31.46 52.65 26.87 33.78
1884 82.85 40.75 83.89 33.64 35.97
1885 82.83 73.35 49.05 22.48 54.79
1886 82.92 38.12 68.79 32.23 36.96
1887 82.81 60.76 96.79 32.45 42.72
1888 82.93 70.31 58.71 25.94 49.10
1889 82.88 54.10 92.56 31.28 40.81
1890 82.99 48.40 92.77 35.57 35.57
1891 83.02 35.57 59.65 29.53 33.19
1892 83.38 16.77 43.80 18.31 23.60
1893 83.11 56.63 105.88 33.45 40.97
1894 83.11 65.18 80.69 28.18 42.38
1895 83.19 43.64 78.48 34.49 33.31
1896 83.31 45.78 82.66 32.19 35.08
1897 83.32 58.83 107.05 30.83 39.00
1898 83.29 51.44 104.02 33.28 38.57
1899 83.48 29.56 44.90 26.11 32.16
1900 83.34 33.42 55.57 31.28 33.85
1901 83.44 19.52 45.32 20.91 25.14
1902 83.56 63.15 86.75 27.86 40.43
1903 83.64 22.73 46.37 21.71 26.29
1904 83.81 74.83 45.83 20.61 45.80
1905 83.62 26.36 44.58 23.66 27.29
1906 83.80 39.73 61.04 32.85 31.21
1907 83.92 53.16 98.90 33.00 34.25
1908 84.04 37.26 54.79 28.86 33.83
1909 83.85 66.74 77.41 24.49 36.54
1910 84.01 47.74 76.75 30.77 31.98
1911 84.02 42.54 70.02 32.00 33.68
1912 84.15 49.86 71.37 32.16 33.71
1913 84.08 55.29 90.70 34.62 33.23
1914 84.02 60.94 98.42 29.51 35.61
1915 84.03 69.67 66.68 25.20 39.24
1916 84.22 72.32 61.67 23.37 41.39
1917 84.03 24.92 42.86 21.51 25.29
1918 84.23 32.18 41.99 27.83 31.85
1919 84.34 34.97 48.86 30.11 33.43
1920 84.41 27.83 39.55 26.69 28.57
1921 84.49 57.85 95.34 31.33 33.79
1922 84.54 64.85 82.34 27.82 34.60
1923 84.63 20.67 39.23 20.40 24.51
1924 84.68 46.32 63.68 31.14 32.41
1925 84.66 76.19 39.46 18.02 34.62
1926 84.47 67.32 72.62 20.38 33.62
1927 84.82 44.23 55.99 32.27 29.51
1928 85.03 18.25 31.26 18.72 17.88
1929 84.93 30.07 37.40 26.92 27.91
1930 84.89 40.83 47.50 31.41 29.22
1931 84.87 51.58 66.19 30.44 31.94
1932 84.68 23.03 40.07 23.67 28.20
1933 84.98 62.43 84.42 30.88 31.06
1934 85.12 25.01 34.11 23.27 25.01
1935 85.16 38.12 40.61 30.31 27.56
1936 85.21 54.03 76.23 33.20 31.06
1937 85.12 59.95 85.20 29.04 29.70
1938 85.27 69.42 72.37 23.84 35.12
1939 85.30 48.73 52.73 31.93 28.71
1940 85.25 56.29 83.55 33.50 30.36
1941 85.15 26.75 32.37 23.32 23.11
1942 85.30 32.65 35.75 27.58 27.78
1943 85.17 21.44 36.47 20.47 20.00
1944 85.49 67.04 77.49 25.66 31.51
1945 85.36 73.21 56.60 19.50 32.11
1946 85.41 35.29 36.34 26.63 28.84
1947 85.40 22.97 33.83 21.28 23.69
1948 85.73 42.68 43.34 31.04 27.20
1949 85.72 64.48 75.73 25.38 29.69
1950 85.92 28.24 30.51 24.20 25.13
1951 85.99 45.02 37.82 31.84 27.91
1952 86.06 47.15 41.80 32.78 27.75
1953 86.08 50.57 43.02 30.58 28.28
1954 86.05 59.10 78.28 28.90 26.90
1955 86.21 40.58 33.73 30.49 25.25
1956 85.99 20.55 25.27 19.50 19.50
1957 86.06 52.61 53.20 30.61 26.29
1958 85.87 24.86 30.00 20.50 21.17
1959 86.21 61.88 69.81 28.39 28.99
1960 86.32 70.75 68.27 22.68 31.23
1961 86.27 32.33 26.70 26.79 27.00
1962 86.27 56.22 60.06 29.19 29.75
1963 86.49 24.24 21.91 22.97 20.67
1964 86.60 30.30 24.04 24.93 25.64
1965 86.33 25.50 26.93 20.13 22.13
1966 86.66 66.57 69.92 26.79 28.48
1967 86.68 26.54 23.08 24.22 23.08
1968 86.81 54.57 46.86 31.83 26.14
1969 86.93 49.48 32.56 29.83 24.65
1970 86.84 64.29 66.64 26.35 26.82
1971 87.03 68.74 65.64 22.25 24.96
1972 87.01 42.43 29.21 30.05 25.90
1973 87.03 21.55 18.30 20.81 17.44
1974 87.12 47.14 28.34 31.37 25.72
1975 87.26 28.24 20.39 26.50 24.32
1976 87.47 52.04 34.17 30.58 24.64
1977 87.39 32.48 21.25 27.85 25.35
1978 87.35 58.10 50.03 28.02 24.55
1979 87.40 61.74 51.40 26.90 24.24
1980 87.25 37.56 23.19 30.44 24.85
1981 87.37 39.84 22.57 30.59 23.83
1982 87.42 23.23 17.42 21.33 17.27
1983 87.60 34.48 22.83 28.58 24.14
1984 87.73 25.96 15.95 23.12 21.00
1985 87.91 70.37 58.42 20.18 21.99
1986 87.81 41.22 19.67 31.94 21.00
1987 88.01 66.52 53.67 21.79 23.08
1988 88.01 64.13 50.92 25.62 24.41
1989 87.80 36.47 22.14 30.59 21.73
1990 88.15 44.65 21.23 30.47 21.90
1991 88.18 54.62 30.93 28.66 21.55
1992 88.27 47.10 21.67 29.49 22.84
1993 88.35 30.74 17.74 24.74 20.52
1994 88.15 24.30 17.08 22.08 17.12
1995 88.21 38.54 17.88 28.31 20.81
1996 87.98 48.31 21.33 32.00 24.17
1997 88.54 28.22 17.02 23.79 20.48
1998 88.39 22.53 12.86 20.42 14.04
1999 88.46 42.68 21.46 29.92 24.31
2000 88.45 59.26 37.92 27.62 22.71
2001 88.30 61.01 40.36 28.00 21.45
2002 88.48 36.07 20.40 28.93 22.23
2003 88.52 56.74 31.19 28.61 20.94
2004 88.60 62.23 41.29 24.95 23.52
2005 88.39 25.85 17.33 24.50 14.33
2006 88.68 68.43 45.08 20.77 18.75
2007 88.82 40.45 19.34 28.89 21.98
2008 88.65 51.04 22.10 31.23 22.90
2009 88.94 33.86 18.67 28.05 22.15
2010 88.96 71.14 42.43 18.28 15.84
2011 88.97 26.28 14.57 22.84 16.92
2012 89.10 46.65 18.16 28.98 20.76
2013 88.99 23.74 11.62 20.94 12.88
2014 89.52 24.77 12.41 21.97 15.11
2015 89.48 66.06 34.06 21.76 19.55
2016 89.05 42.04 20.40 30.40 19.70
2017 89.07 57.54 27.60 26.27 20.47
2018 89.40 63.83 32.67 23.40 20.34
2019 89.38 29.99 15.75 24.84 19.28
2020 89.59 51.40 19.88 28.87 20.73
2021 89.63 35.71 17.36 27.21 21.44
2022 89.57 44.15 19.85 29.73 19.84
2023 89.63 48.49 19.34 28.75 21.09
2024 89.65 31.42 18.21 26.34 20.79
2025 89.64 28.35 15.29 23.51 17.71
2026 89.99 38.88 18.57 27.12 20.10
2027 89.87 26.75 14.72 24.18 15.05
2028 89.81 68.89 35.27 19.66 16.66
2029 90.31 57.93 21.19 26.73 19.69
2030 90.26 42.66 18.14 29.53 20.56
2031 90.22 60.53 21.81 25.83 22.38
2032 90.13 32.83 16.06 26.03 19.09
2033 90.37 37.11 18.98 27.41 20.20
2034 90.38 55.42 19.48 28.06 20.27
2035 90.22 28.83 12.67 24.22 18.22
2036 90.48 53.29 19.77 29.15 20.82
2037 90.49 62.82 23.30 25.54 18.09
2038 90.58 49.35 19.84 29.12 19.20
2039 90.67 66.91 26.39 19.85 16.33
2040 90.65 27.83 13.24 22.96 15.48
2041 90.85 29.95 15.99 24.31 16.21
2042 91.08 40.46 18.26 28.54 20.60
2043 91.08 44.89 18.57 28.11 17.89
2044 91.12 31.96 13.94 24.34 17.97
2045 91.04 35.88 18.78 25.78 18.78
2046 91.21 64.92 21.52 20.86 16.52
2047 91.32 59.43 17.47 24.86 17.28
2048 91.30 33.74 16.21 25.50 18.07
2049 91.29 55.16 18.33 28.04 18.35
2050 91.13 60.86 18.17 22.17 17.00
2051 91.33 26.75 11.59 22.70 11.97
2052 91.41 56.74 21.75 25.25 18.00
2053 91.39 62.18 18.24 23.98 17.39
2054 91.73 42.37 17.90 28.94 19.81
2055 92.20 29.14 12.63 22.21 13.99
2056 92.05 35.38 15.41 26.53 18.38
2057 91.72 27.68 11.50 24.00 11.75
2058 92.13 44.92 19.52 27.35 18.87
2059 91.99 58.30 16.82 24.93 17.62
2060 92.16 61.22 15.73 23.00 16.66
2061 92.36 55.84 17.08 26.14 17.37
2062 92.53 40.41 17.98 26.94 17.56
2063 92.30 38.66 17.03 25.34 16.38
2064 92.43 49.19 17.11 28.16 19.11
2065 92.44 53.45 17.08 26.58 17.69
2066 92.45 37.46 13.75 29.00 15.50
2067 92.84 42.71 18.25 26.96 18.01
2068 93.05 51.38 18.15 27.10 17.48
2069 93.09 37.05 17.10 25.38 16.95
2070 92.93 52.71 17.50 24.80 19.10
2071 93.20 61.52 14.64 24.21 15.33
2072 93.22 55.65 18.50 25.84 17.50
2073 93.49 49.17 18.26 26.26 16.75
2074 93.43 57.16 14.84 26.00 14.53
2075 93.36 31.89 13.81 22.23 15.36
2076 93.43 45.69 18.27 27.15 18.46
2077 93.67 38.90 15.96 25.31 16.25
2078 93.94 60.37 13.12 22.27 13.97
2079 93.79 43.23 17.00 26.68 18.38
2080 93.95 54.15 15.63 25.57 16.09
2081 94.08 33.39 14.59 22.84 13.53
2082 94.23 51.34 17.71 25.73 16.36
2083 94.41 35.53 16.77 22.31 14.78
2084 94.50 59.03 13.67 21.60 13.86
2085 94.76 39.68 14.82 24.74 16.96
2086 94.59 43.15 17.22 27.19 16.19
2087 95.49 44.65 15.46 24.26 16.23
2088 95.22 47.10 16.81 23.41 17.12
2089 95.12 49.12 16.39 25.41 16.78
2090 95.10 51.57 14.35 25.43 15.88
2091 95.45 41.96 14.45 23.67 15.30
2092 95.44 58.05 10.98 21.82 13.18
2093 95.61 36.61 13.74 23.00 13.02
2094 95.47 39.77 15.71 24.52 14.52
2095 96.16 46.53 14.99 22.19 15.56
2096 96.09 55.95 13.18 20.16 12.79
2097 96.18 53.32 13.73 23.13 13.15
2098 96.64 42.37 12.84 19.78 12.83
2099 97.18 46.76 12.00 22.25 10.75
2100 97.64 45.05 12.41 20.71 11.85

