#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
iz9 14A 4 even-skipped Kruppel bicoid
627 36.34 67.53 111.62 17.47 44.16
628 36.49 92.34 76.07 12.35 19.92
629 36.52 12.70 114.93 9.66 35.02
630 36.48 20.35 138.58 11.71 40.30
631 36.44 70.18 107.13 17.86 39.52
632 36.46 76.49 104.93 16.43 38.38
633 36.55 27.11 138.86 12.82 40.28
634 36.58 24.39 138.11 12.70 38.63
635 36.70 39.22 138.45 14.40 39.37
636 36.62 52.21 143.42 19.29 51.01
637 36.62 17.90 138.42 11.78 36.81
638 36.65 33.64 132.79 13.14 41.77
639 36.56 47.34 144.48 16.84 50.72
640 36.72 85.48 135.65 18.09 35.07
641 36.62 79.05 119.83 17.69 37.69
642 36.81 9.74 103.27 9.12 33.77
643 36.85 54.64 148.05 19.79 50.21
644 36.68 73.32 102.55 17.97 38.82
645 36.84 89.96 104.88 14.59 27.55
646 36.80 42.26 135.72 17.29 45.49
647 36.89 64.31 114.99 17.44 43.70
648 37.10 7.07 88.75 8.27 29.10
649 37.02 30.82 119.30 14.80 37.46
650 37.03 57.26 131.15 19.01 48.15
651 37.27 81.04 143.89 19.43 35.44
652 37.29 59.37 120.31 20.18 48.69
653 37.33 61.95 116.14 19.20 47.01
654 37.39 22.10 110.70 12.08 34.87
655 37.37 36.24 125.08 16.76 40.43
656 37.26 49.49 131.96 19.85 48.25
657 37.45 68.82 110.34 19.24 42.00
658 37.49 66.40 108.37 19.30 43.69
659 37.48 87.62 135.09 18.37 31.55
660 37.52 75.57 121.06 18.55 37.69
661 37.60 83.73 149.77 20.40 34.02
662 37.56 44.39 117.05 17.04 43.53
663 37.64 47.17 121.35 17.71 46.49
664 37.69 11.61 89.97 10.46 32.70
665 37.68 19.48 110.36 11.82 35.51
666 37.67 26.69 109.85 13.15 35.50
667 37.65 71.19 109.45 20.61 39.77
668 37.67 78.13 143.57 19.89 37.26
669 37.71 14.36 102.49 11.33 33.77
670 37.70 16.77 110.22 11.22 34.39
671 37.87 28.96 103.49 14.40 36.25
672 37.84 41.38 121.44 17.23 41.14
673 37.78 53.11 135.78 21.22 50.22
674 37.85 93.03 78.65 12.69 17.15
675 37.80 24.29 116.11 12.59 38.07
676 37.89 33.58 105.16 14.09 36.43
677 37.94 51.01 121.57 20.43 50.39
678 37.93 73.42 122.32 19.36 39.04
679 38.04 38.73 117.53 16.32 38.84
680 38.05 55.36 132.08 19.54 49.55
681 38.18 8.54 76.79 9.66 28.09
682 38.18 64.46 113.85 20.56 42.51
683 38.29 90.65 120.41 18.70 23.35
684 38.34 5.91 60.98 8.24 25.42
685 38.25 57.51 124.18 21.40 49.55
686 38.35 31.07 108.39 15.26 37.93
687 38.42 60.04 111.51 19.53 42.93
688 38.56 85.67 167.95 25.20 34.50
689 38.56 62.30 128.96 20.88 44.83
690 38.60 46.53 114.41 19.19 44.05
691 38.56 79.96 170.07 25.05 36.57
692 38.56 82.16 163.56 22.99 34.63
693 38.64 43.91 101.96 17.21 41.42
694 38.68 49.39 112.79 21.32 47.75
695 38.70 36.18 104.21 16.07 37.65
696 38.78 66.61 124.40 20.66 37.95
697 38.69 69.15 130.69 21.89 39.15
698 38.71 88.47 159.31 24.01 30.71
699 38.76 20.58 99.44 13.73 34.00
700 38.82 23.06 103.95 13.22 34.14
701 38.85 94.77 54.51 12.18 10.58
702 38.89 18.22 93.23 12.45 33.85
703 38.82 25.74 103.40 14.31 34.00
704 38.83 74.92 146.47 23.98 36.21
705 38.87 10.52 83.68 11.48 29.77
706 38.90 15.42 89.27 11.94 31.72
707 38.87 12.97 84.67 12.00 31.69
708 38.86 71.93 141.00 24.88 38.87
709 38.92 77.41 164.18 25.12 34.68
710 38.97 52.45 124.38 21.24 44.68
711 39.13 28.12 109.30 16.41 34.75
712 39.11 33.47 108.80 16.48 34.95
713 39.20 41.55 107.06 17.63 40.14
714 39.11 55.00 126.38 23.69 47.73
715 39.19 38.88 103.58 17.61 36.79
716 39.24 58.29 122.89 24.09 45.79
717 39.43 63.83 130.81 25.30 42.14
718 39.59 83.75 174.34 32.09 33.70
719 39.64 92.39 99.16 23.49 20.19
720 39.54 8.31 72.43 11.24 25.51
721 39.63 30.43 103.77 16.43 33.13
722 39.53 60.96 137.55 25.32 42.68
723 39.59 47.94 113.09 23.30 45.12
724 39.67 45.07 103.57 21.55 38.76
725 39.75 80.89 179.98 30.18 33.55
726 39.80 86.81 176.65 34.96 29.91
727 39.81 89.85 152.94 31.65 26.40
728 39.89 50.71 127.70 23.46 44.40
729 39.84 56.50 145.65 25.60 46.82
730 39.73 70.23 150.32 26.88 37.71
731 39.92 16.72 88.43 14.82 29.89
732 39.87 22.05 97.24 15.27 30.53
733 40.00 67.70 156.20 28.26 38.78
734 39.84 73.15 158.62 28.70 35.80
735 39.85 43.75 98.25 18.75 39.04
736 39.92 11.27 82.88 14.13 28.60
737 39.98 25.44 113.33 16.58 32.61
738 39.95 36.27 115.61 18.84 34.56
739 40.03 78.20 183.56 33.63 35.17
740 39.98 19.25 97.93 15.64 28.99
741 40.03 53.26 141.16 26.14 46.29
742 40.17 65.33 159.66 27.95 39.35
743 40.21 13.87 92.10 14.14 29.78
744 40.17 59.09 166.85 28.63 51.84
745 40.17 75.51 177.85 32.68 35.98
746 40.27 32.91 121.27 19.03 34.39
747 40.28 39.50 112.34 19.18 35.06
748 40.51 6.42 77.30 12.15 24.92
749 40.43 28.05 103.71 17.22 32.84
750 40.45 42.35 108.86 20.01 36.73
751 40.50 62.19 161.73 28.23 41.67
752 40.45 46.81 121.68 23.56 42.15
753 40.70 55.06 151.10 30.62 44.42
754 40.86 23.76 113.59 17.63 31.45
755 40.77 49.33 135.35 27.11 46.18
756 41.02 92.89 83.49 30.08 17.69
757 40.86 9.63 84.13 13.44 27.23
758 40.83 82.43 184.75 44.35 31.68
759 40.89 84.87 184.03 45.40 30.60
760 40.91 72.05 180.21 35.83 35.10
761 40.82 69.64 175.90 33.30 37.19
762 41.00 30.61 120.42 18.65 31.57
763 40.98 44.62 119.51 24.61 39.76
764 40.96 21.24 112.44 19.68 30.51
765 40.99 35.32 132.09 20.95 34.40
766 40.93 57.45 174.44 32.22 44.12
767 40.96 87.61 172.88 46.83 30.15
768 41.05 51.86 154.55 29.06 43.73
769 41.01 79.76 185.30 41.90 32.78
770 41.07 90.26 130.35 46.17 26.71
771 41.00 17.44 97.47 16.04 27.97
772 41.19 38.04 134.83 20.47 34.70
773 41.20 12.23 105.09 17.83 27.26
774 41.14 60.28 170.78 34.66 42.94
775 41.19 64.05 190.21 33.75 38.99
776 41.28 66.69 182.88 34.43 36.17
777 41.21 76.83 195.76 42.09 32.80
778 41.30 74.17 182.73 38.03 34.11
779 41.33 26.27 117.90 20.65 32.16
780 41.44 14.93 105.65 18.44 29.09
781 41.47 41.18 135.48 22.77 37.73
782 41.65 7.65 88.80 15.82 25.53
783 41.54 47.27 140.94 27.55 39.32
784 41.64 33.06 144.09 24.72 33.49
785 41.67 53.93 177.38 34.69 41.57
786 41.85 28.53 133.89 24.46 32.25
787 41.96 19.58 121.53 20.81 27.81
788 41.81 56.13 189.51 37.57 45.27
789 42.17 5.49 84.29 14.94 18.95
790 41.91 58.91 186.17 38.31 42.46
791 41.97 61.82 185.96 38.87 39.53
792 41.89 68.88 195.53 40.62 33.90
793 42.02 49.94 175.62 33.29 40.66
794 42.17 21.88 133.97 22.70 29.77
795 42.12 24.23 136.65 22.72 28.60
796 42.02 44.49 141.42 28.98 36.27
797 42.01 85.65 172.76 58.81 31.78
798 42.12 71.49 190.22 46.99 34.91
799 42.04 82.75 174.66 56.60 30.69
800 42.25 10.12 105.17 20.99 25.42
801 42.14 35.86 157.48 26.46 34.85
802 42.24 88.38 143.44 68.44 27.37
803 42.14 79.80 180.68 56.24 35.13
804 42.19 17.17 123.45 23.07 28.05
805 42.33 52.31 201.56 39.94 42.46
806 42.39 30.95 143.38 26.11 30.14
807 42.30 38.89 171.04 26.97 33.12
808 42.32 64.12 197.45 38.69 36.94
809 42.33 73.89 176.61 53.09 34.81
810 42.38 76.77 178.43 56.57 33.60
811 42.35 93.30 70.26 41.20 17.87
812 42.30 12.69 120.02 24.61 27.51
813 42.49 90.88 100.66 58.63 24.23
814 42.56 66.64 180.96 45.79 34.45
815 42.62 42.43 155.38 30.32 35.78
816 42.77 26.41 149.00 28.58 30.09
817 42.63 47.12 174.14 34.40 38.81
818 42.67 57.31 201.29 47.79 41.01
819 42.92 15.32 130.06 24.16 27.34
820 42.90 8.00 104.98 22.56 23.09
821 42.92 33.78 164.45 31.01 29.40
822 42.88 60.13 202.91 50.70 39.04
823 42.97 54.99 208.36 46.91 42.63
824 42.98 69.48 193.50 52.26 35.06
825 43.13 49.27 207.76 42.65 42.48
826 43.11 86.18 150.00 85.34 31.14
827 43.11 94.62 40.10 40.64 13.16
828 43.23 18.35 143.52 28.66 25.77
829 43.27 28.87 152.76 31.74 27.69
830 43.09 81.36 173.57 73.80 30.65
831 43.26 40.42 178.71 34.68 32.82
832 43.29 37.09 175.64 34.47 30.97
833 43.31 62.39 204.39 56.32 38.56
834 43.29 78.55 165.16 69.38 31.42
835 43.45 83.73 145.55 81.81 29.39
836 43.35 23.62 145.60 30.37 28.95
837 43.46 51.52 223.31 46.54 40.27
838 43.39 20.82 137.88 29.97 27.64
839 43.39 44.88 174.60 36.97 36.75
840 43.43 71.98 164.23 61.88 32.58
841 43.36 74.70 174.52 72.77 31.99
842 43.45 64.86 198.48 54.71 35.39
843 43.49 11.52 122.24 30.15 24.63
844 43.51 88.78 119.34 84.75 26.80
845 43.66 53.53 222.23 54.72 41.23
846 43.85 5.73 96.21 24.79 19.50
847 43.68 31.70 163.76 39.89 30.57
848 43.61 57.76 209.33 59.14 39.00
849 43.74 67.43 191.45 61.34 34.92
850 43.70 91.52 68.52 77.38 21.58
851 44.01 14.21 131.93 35.48 25.59
852 43.75 8.55 103.69 28.85 20.85
853 43.91 47.30 191.12 46.70 38.09
854 43.92 60.10 204.82 63.68 40.27
855 44.05 26.03 149.63 39.11 28.65
856 44.11 42.54 176.13 43.03 31.27
857 44.08 76.45 158.26 89.51 31.95
858 44.17 34.47 170.13 42.33 27.18
859 44.21 55.43 213.25 62.81 39.88
860 44.30 16.77 141.34 40.68 25.47
861 44.20 69.73 164.80 72.45 32.55
862 44.31 39.73 170.99 45.41 32.17
863 44.21 80.91 144.51 88.67 31.09
864 44.31 9.38 113.47 31.25 21.95
865 44.33 49.95 204.86 53.06 35.59
866 44.25 86.34 110.41 98.68 28.56
867 44.28 94.08 37.35 59.92 14.85
868 44.40 63.40 202.50 84.32 43.78
869 44.41 22.19 138.25 44.52 27.12
870 44.44 37.07 172.37 45.22 30.75
871 44.46 73.67 151.92 92.23 32.34
872 44.54 19.25 134.76 40.55 26.83
873 44.46 29.26 155.82 48.49 28.43
874 44.60 78.43 139.71 95.71 32.22
875 44.60 45.05 182.72 53.54 34.35
876 44.60 88.93 90.19 100.45 22.77
877 44.63 65.60 177.27 83.21 35.68
878 44.66 83.60 113.71 107.03 28.35
879 44.63 57.67 206.23 73.49 36.31
880 44.77 12.07 110.04 44.96 24.34
881 44.74 52.94 205.75 67.36 39.13
882 44.84 61.69 179.14 87.67 38.38
883 44.82 32.18 161.44 49.49 29.12
884 45.02 4.21 66.99 33.80 16.47
885 44.99 7.10 92.07 38.01 20.35
886 44.92 71.37 142.24 93.60 33.01
887 44.99 92.53 55.07 87.27 18.58
888 45.10 24.23 138.99 57.27 26.43
889 44.93 59.83 180.95 84.84 39.00
890 45.01 47.83 184.58 61.00 35.26
891 44.96 67.66 156.77 91.35 34.70
892 45.12 15.12 115.51 51.47 25.14
893 45.16 26.91 140.63 55.82 28.30
894 45.15 75.75 127.22 110.74 30.55
895 45.28 55.70 184.55 81.63 38.56
896 45.12 80.78 112.17 119.80 28.69
897 45.27 42.59 159.81 64.16 30.78
898 45.40 35.75 159.73 65.09 29.22
899 45.37 38.91 154.78 62.78 27.64
900 45.42 90.43 77.11 107.48 22.41
901 45.47 50.76 194.96 77.86 36.38
902 45.49 9.61 90.33 49.11 21.78
903 45.40 85.36 101.31 128.81 27.05
904 45.56 30.19 140.56 64.59 28.44
905 45.65 21.94 115.02 66.44 26.33
906 45.68 19.63 116.00 67.35 25.35
907 45.70 68.89 141.88 110.50 31.98
908 45.65 58.22 182.43 98.81 38.67
909 45.55 65.26 149.45 109.34 34.58
910 45.73 73.48 126.83 113.92 31.29
911 45.74 17.39 106.24 62.64 24.18
912 45.68 45.47 156.27 75.35 34.61
913 45.78 62.76 158.17 105.85 35.57
914 45.67 78.22 108.37 122.56 30.06
915 45.87 87.72 86.67 121.14 25.09
916 45.77 53.21 183.33 96.70 37.74
917 45.61 80.75 128.57 109.07 29.64
918 45.94 33.00 136.67 65.17 27.22
919 45.89 11.83 107.97 70.59 31.90
920 45.95 94.44 36.81 65.44 13.45
921 46.02 14.04 99.89 72.51 24.89
922 45.95 60.34 165.03 114.98 36.24
923 46.00 82.32 94.78 129.98 28.70
924 46.01 71.06 132.74 118.76 31.96
925 46.04 41.06 128.65 79.40 30.68
926 46.08 6.16 64.62 53.03 19.12
927 46.07 48.14 158.30 83.09 34.85
928 46.13 28.21 119.32 73.18 25.18
929 46.26 25.62 115.58 80.51 25.86
930 46.20 75.85 106.66 129.96 27.09
931 46.28 55.15 176.80 123.53 41.67
932 46.36 66.67 121.47 132.66 30.39
933 46.56 92.27 71.09 100.57 19.29
934 46.50 8.54 75.12 70.79 21.90
935 46.41 35.64 129.76 87.67 28.97
936 46.43 57.19 158.90 129.63 38.43
937 46.47 64.13 140.60 143.35 33.25
938 46.56 38.43 127.58 94.23 27.52
939 46.58 43.81 120.83 95.81 30.09
940 46.43 51.00 156.07 102.42 36.76
941 46.46 85.02 89.45 131.30 26.25
942 46.50 89.72 82.71 125.04 24.04
943 46.66 23.17 92.11 92.66 23.93
944 46.63 79.14 86.90 131.31 27.22
945 46.71 15.78 82.29 82.38 23.93
946 46.75 20.83 91.11 88.97 25.46
947 46.71 30.62 110.08 81.01 26.51
948 46.82 4.05 39.00 55.00 14.83
949 46.77 53.27 148.11 131.07 36.95
950 46.74 61.12 124.74 146.86 34.49
951 46.87 46.47 123.49 110.80 32.00
952 46.92 68.86 108.32 144.83 30.91
953 47.05 10.70 70.37 81.77 21.67
954 46.90 18.20 84.98 91.61 23.21
955 46.92 58.92 136.45 151.02 36.41
956 46.87 71.69 105.52 141.77 32.28
957 46.97 74.03 103.63 138.31 28.10
958 46.99 13.10 79.82 90.25 22.90
959 46.94 49.10 152.10 117.69 35.10
960 47.01 41.35 113.50 112.86 31.35
961 47.04 33.48 113.06 99.32 26.86
962 47.13 81.52 96.39 137.84 26.90
963 47.19 6.63 52.26 78.26 17.81
964 47.14 27.95 85.42 98.67 25.46
965 47.24 76.63 100.36 143.69 27.73
966 47.22 25.27 82.38 103.12 24.92
967 47.27 56.11 132.86 150.75 35.58
968 47.32 62.57 113.22 169.25 33.18
969 47.22 65.31 114.80 163.18 33.10
970 47.37 87.49 92.55 136.01 24.18
971 47.40 36.27 102.52 109.35 27.09
972 47.45 93.85 67.83 88.92 15.96
973 47.41 51.28 127.66 153.84 35.96
974 47.50 84.42 96.36 139.30 25.12
975 47.52 90.23 102.31 123.62 21.05
976 47.61 53.81 117.68 164.90 34.29
977 47.81 9.00 54.52 89.46 21.39
978 47.65 39.31 85.98 127.20 27.03
979 47.74 30.81 92.20 112.69 25.70
980 47.74 45.30 95.64 133.76 29.67
981 47.75 60.36 108.30 177.52 35.41
982 47.77 67.12 96.52 167.27 31.44
983 47.82 22.70 73.86 110.31 22.41
984 47.77 48.44 121.45 169.07 38.91
985 47.76 70.79 106.39 153.20 30.36
986 47.89 14.68 65.85 99.99 22.66
987 47.85 20.38 78.39 135.20 28.00
988 47.81 58.11 112.12 176.66 36.17
989 47.86 4.69 35.85 70.62 16.41
990 47.85 42.72 97.46 140.54 30.49
991 47.89 78.74 108.76 155.16 26.72
992 47.91 17.51 71.84 111.71 22.52
993 48.04 63.94 109.37 186.19 34.41
994 48.00 73.43 117.93 153.34 28.06
995 48.00 33.63 89.63 121.39 26.09
996 48.16 11.79 60.08 105.05 22.11
997 48.17 25.17 79.35 123.14 22.13
998 48.16 28.22 74.48 121.81 22.67
999 48.24 81.27 117.42 168.33 30.81
1000 48.44 92.55 99.94 102.38 17.64
1001 48.34 55.61 121.15 186.34 32.85
1002 48.38 68.97 110.83 172.36 28.29
1003 48.35 76.04 130.21 153.46 26.90
1004 48.33 37.17 78.08 136.59 25.52
1005 48.52 6.90 48.93 94.83 17.44
1006 48.35 50.78 106.35 167.72 32.53
1007 48.53 53.33 118.94 178.20 33.44
1008 48.53 61.90 121.52 193.29 32.66
1009 48.59 47.05 103.46 160.56 30.68
1010 48.65 65.51 112.19 186.88 29.84
1011 48.56 84.01 123.20 149.37 25.70
1012 48.54 90.28 126.86 136.41 20.76
1013 48.61 40.57 85.97 146.37 25.45
1014 48.74 57.46 139.43 194.36 34.55
1015 48.80 43.84 105.18 141.40 27.06
1016 48.92 18.85 73.03 126.34 21.78
1017 48.87 30.32 86.47 130.31 23.62
1018 48.86 59.64 132.77 194.34 33.68
1019 48.87 71.46 144.63 168.34 28.10
1020 49.08 88.41 124.74 132.89 22.83
1021 48.98 16.06 69.94 120.90 22.74
1022 48.98 21.56 84.32 127.89 22.07
1023 49.02 9.24 57.39 108.02 19.89
1024 48.90 32.85 92.88 138.07 24.74
1025 49.03 13.70 66.64 117.25 23.32
1026 49.06 4.51 40.76 79.02 15.00
1027 49.15 73.83 154.56 166.30 28.05
1028 49.07 26.72 82.04 131.20 22.52
1029 49.13 35.67 93.13 148.21 26.47
1030 49.14 49.22 113.69 174.10 31.16
1031 49.09 78.17 142.23 163.25 26.10
1032 49.13 67.32 130.35 193.67 28.98
1033 49.20 24.03 85.74 139.06 22.71
1034 49.27 80.62 138.87 159.96 26.75
1035 49.28 63.49 130.84 195.98 31.62
1036 49.28 51.82 138.43 181.90 33.04
1037 49.40 38.69 107.98 145.30 23.67
1038 49.38 54.81 156.15 194.39 35.18
1039 49.52 11.53 72.70 120.06 20.05
1040 49.53 45.87 129.10 170.47 29.29
1041 49.60 86.00 147.11 145.71 24.14
1042 49.63 41.92 135.35 161.28 27.55
1043 49.64 61.28 181.17 208.06 31.49
1044 49.61 69.99 166.08 181.91 28.45
1045 49.64 83.06 164.02 159.50 23.89
1046 49.76 76.11 173.52 163.85 24.93
1047 49.76 6.52 58.41 107.01 16.59
1048 49.68 57.16 170.00 202.71 33.86
1049 49.72 90.89 122.53 118.76 18.80
1050 49.80 29.20 100.04 142.83 23.30
1051 49.93 65.41 183.14 193.05 28.18
1052 49.84 33.37 90.24 141.38 23.36
1053 50.00 59.27 195.55 197.69 31.72
1054 49.97 18.58 98.74 145.38 21.99
1055 50.03 26.05 94.72 139.95 22.84
1056 50.09 48.10 151.53 175.86 30.68
1057 50.06 13.75 83.80 125.65 21.88
1058 50.07 67.95 165.37 197.64 29.81
1059 50.13 16.32 94.19 133.35 21.79
1060 50.18 23.03 108.61 138.62 20.92
1061 50.19 53.22 191.30 198.46 32.10
1062 50.14 9.40 79.23 121.59 20.20
1063 50.31 20.82 112.06 139.52 21.76
1064 50.20 72.31 183.83 170.39 26.83
1065 50.20 4.09 47.78 82.13 13.13
1066 50.21 50.71 153.32 194.01 31.74
1067 50.24 79.22 188.81 160.25 24.69
1068 50.21 36.81 125.82 149.62 23.40
1069 50.39 92.90 108.73 104.47 15.41
1070 50.34 44.17 152.56 171.12 27.52
1071 50.40 88.22 141.30 143.21 22.20
1072 50.40 62.87 204.41 202.71 31.29
1073 50.54 31.31 109.85 145.69 21.21
1074 50.43 55.40 202.74 200.30 32.70
1075 50.53 40.10 148.32 162.30 24.86
1076 50.60 74.92 192.87 177.49 25.72
1077 50.59 85.04 165.82 154.66 23.46
1078 50.74 27.95 123.40 145.69 21.41
1079 50.76 82.14 175.48 157.23 25.02
1080 50.75 57.33 204.13 208.28 35.77
1081 50.88 11.92 83.60 125.67 19.36
1082 50.77 60.59 211.98 209.55 32.44
1083 50.79 69.84 195.92 186.31 27.89
1084 50.86 7.07 69.35 122.10 16.60
1085 50.82 34.27 120.17 142.80 22.05
1086 50.95 67.01 182.81 205.59 28.11
1087 51.07 47.46 168.88 172.20 28.65
1088 51.01 64.81 204.68 196.45 27.78
1089 51.00 77.51 174.21 174.01 25.84
1090 51.14 90.41 117.40 128.01 17.56
1091 51.10 14.60 96.38 139.94 20.38
1092 51.06 25.05 116.98 152.65 22.12
1093 51.11 19.01 109.60 145.15 19.63
1094 51.19 42.22 149.24 169.46 27.17
1095 51.18 49.99 175.96 190.62 30.56
1096 51.20 52.33 187.04 199.72 30.03
1097 51.25 4.62 55.12 104.26 13.02
1098 51.18 9.43 85.39 129.06 17.49
1099 51.24 73.21 187.19 176.93 27.06
1100 51.28 38.13 142.80 159.40 24.23
1101 51.34 54.41 205.15 211.61 31.00
1102 51.38 22.77 121.62 145.98 20.62
1103 51.35 44.91 152.63 166.87 28.00
1104 51.41 16.79 94.98 141.18 21.33
1105 51.40 58.64 201.04 217.80 32.44
1106 51.46 29.90 106.36 153.94 20.86
1107 51.42 62.61 191.76 213.59 31.44
1108 51.43 80.11 167.51 153.83 23.45
1109 51.51 87.60 130.20 143.44 21.46
1110 51.49 93.12 70.59 105.12 14.61
1111 51.59 84.73 162.21 155.97 23.04
1112 51.68 71.07 176.55 184.57 27.08
1113 51.67 35.26 123.73 160.17 23.79
1114 51.75 56.36 191.09 215.64 31.27
1115 51.74 27.18 102.00 153.20 20.85
1116 51.81 32.38 92.37 158.28 20.64
1117 51.74 68.65 153.67 202.10 26.79
1118 51.91 20.83 123.23 148.69 21.10
1119 51.82 60.46 206.07 209.37 30.44
1120 51.81 75.49 165.93 173.66 24.96
1121 51.87 66.10 178.17 207.73 29.98
1122 52.05 40.32 126.48 166.32 24.00
1123 52.05 7.05 72.32 121.27 16.05
1124 52.07 12.86 82.94 142.50 19.61
1125 52.16 10.78 86.23 140.38 18.21
1126 52.08 78.12 156.78 162.53 24.91
1127 52.17 82.09 149.88 169.74 23.10
1128 52.12 1.94 27.34 55.41 7.78
1129 52.18 24.92 105.97 153.99 21.58
1130 52.15 46.60 160.13 189.20 27.32
1131 52.15 49.02 145.46 202.07 29.46
1132 52.15 51.78 166.18 201.27 30.01
1133 52.19 43.09 148.49 169.04 25.26
1134 52.26 64.18 168.14 214.00 30.82
1135 52.33 37.22 118.53 160.62 22.72
1136 52.32 89.56 108.95 146.34 19.11
1137 52.31 4.45 56.93 104.30 13.35
1138 52.28 15.51 70.86 143.41 18.62
1139 52.32 18.44 91.38 150.24 19.48
1140 52.32 54.35 173.41 208.52 30.38
1141 52.37 72.85 141.50 186.83 25.49
1142 52.49 91.80 69.57 129.62 16.51
1143 52.36 58.50 186.26 230.64 36.81
1144 52.36 62.17 167.50 216.02 27.88
1145 52.39 29.00 85.20 150.39 21.95
1146 52.45 94.22 40.41 94.86 12.94
1147 52.57 22.78 93.01 149.29 20.65
1148 52.61 67.59 137.39 205.75 25.04
1149 52.49 87.07 110.40 155.08 22.90
1150 52.60 84.73 142.25 169.29 24.51
1151 52.65 34.38 89.75 162.16 20.73
1152 52.71 70.40 132.42 196.45 25.88
1153 52.80 56.64 147.22 219.10 31.88
1154 52.90 80.33 118.25 168.72 22.46
1155 52.91 31.38 71.66 155.03 20.78
1156 52.82 75.12 137.39 186.60 22.41
1157 52.96 44.79 113.58 180.72 25.31
1158 52.94 26.74 81.59 157.24 20.16
1159 52.94 50.37 122.87 210.28 29.33
1160 52.95 60.56 139.73 215.50 29.62
1161 53.07 39.24 86.49 175.23 23.13
1162 53.04 65.28 121.48 211.94 28.06
1163 53.11 7.06 53.26 129.85 16.80
1164 53.19 10.21 53.80 116.90 16.52
1165 53.06 77.86 122.27 187.02 23.35
1166 53.16 13.66 58.60 139.00 18.50
1167 53.16 21.03 77.11 147.25 18.12
1168 53.13 42.09 91.01 163.20 24.22
1169 53.18 47.76 108.25 194.98 26.10
1170 53.23 16.53 61.37 146.33 19.07
1171 53.24 52.52 107.74 210.79 31.82
1172 53.22 82.88 106.29 162.54 23.23
1173 53.06 86.65 114.92 161.84 22.36
1174 53.27 54.71 123.52 217.19 29.49
1175 53.30 62.88 122.33 212.84 27.07
1176 53.36 4.43 35.91 94.28 12.49
1177 53.44 18.86 60.27 153.51 19.01
1178 53.43 24.27 69.99 160.03 20.21
1179 53.39 58.68 112.29 218.23 30.43
1180 53.46 88.47 77.74 148.40 19.51
1181 53.44 28.90 66.86 152.07 21.25
1182 53.50 36.27 72.27 171.21 21.54
1183 53.49 69.03 115.73 198.71 24.43
1184 53.46 72.69 110.10 177.93 23.47
1185 53.58 94.04 30.94 92.16 13.08
1186 53.65 91.30 53.80 130.81 16.05
1187 53.66 33.56 59.05 167.60 21.28
1188 53.81 85.22 87.69 158.68 20.67
1189 53.86 66.64 95.39 196.33 23.41
1190 53.80 75.65 111.21 173.72 22.77
1191 53.86 56.77 94.16 212.19 28.58
1192 53.93 45.82 80.99 189.50 27.54
1193 53.88 49.94 86.82 196.17 28.33
1194 53.90 61.08 102.50 228.22 31.35
1195 54.10 22.20 59.17 152.86 19.54
1196 54.03 26.43 58.22 150.01 19.27
1197 53.99 8.20 44.96 127.88 14.94
1198 54.13 41.16 73.54 166.94 23.51
1199 54.06 64.53 94.02 215.00 27.53
1200 54.01 79.03 81.69 178.31 22.80
1201 54.05 81.80 81.73 167.22 23.66
1202 54.10 31.01 55.40 161.66 19.05
1203 54.17 38.78 69.93 168.30 21.51
1204 54.22 12.80 47.78 133.90 18.95
1205 54.18 15.21 51.23 149.74 18.52
1206 54.20 43.48 71.85 169.59 24.58
1207 54.23 54.31 81.61 209.24 29.41
1208 54.28 71.15 80.17 187.93 24.36
1209 54.32 6.02 33.23 111.95 13.32
1210 54.30 51.96 77.88 196.30 27.77
1211 54.33 47.75 75.11 193.49 27.83
1212 54.28 59.35 90.88 217.27 27.38
1213 54.37 89.43 63.42 153.80 20.22
1214 54.49 9.99 37.64 124.42 15.82
1215 54.46 17.74 51.21 145.71 17.97
1216 54.58 20.12 56.51 147.10 17.75
1217 54.51 62.59 88.09 215.36 28.38
1218 54.46 68.77 83.70 197.41 23.59
1219 54.55 36.50 58.17 169.20 20.94
1220 54.57 73.63 72.24 173.52 22.00
1221 54.63 87.11 61.22 158.83 19.25
1222 54.56 95.46 16.05 58.12 8.54
1223 54.75 24.39 48.35 144.51 19.02
1224 54.73 28.74 50.19 153.66 20.71
1225 54.71 34.12 53.51 165.57 19.24
1226 54.79 92.72 31.47 102.33 12.95
1227 54.74 56.27 83.75 214.23 29.43
1228 54.67 84.28 54.42 159.58 20.35
1229 54.79 76.56 68.40 171.13 21.95
1230 54.99 49.28 78.92 200.79 25.67
1231 54.95 66.61 68.79 203.78 25.75
1232 55.03 44.62 73.20 175.45 24.08
1233 55.02 58.43 85.72 213.08 26.88
1234 55.12 11.74 52.30 125.75 16.63
1235 55.15 60.84 89.84 209.73 26.00
1236 55.11 79.31 57.85 183.34 24.33
1237 55.05 81.86 62.36 178.13 20.77
1238 55.11 31.32 56.58 169.88 21.17
1239 55.12 53.03 94.00 214.00 26.42
1240 55.11 64.45 76.22 208.26 26.03
1241 55.20 4.55 31.63 101.51 11.82
1242 55.18 90.31 39.83 130.79 15.79
1243 55.18 26.76 50.05 146.71 17.42
1244 55.16 40.34 75.82 165.99 21.41
1245 55.34 7.24 36.97 120.15 14.24
1246 55.29 15.49 51.03 144.91 18.14
1247 55.31 22.37 49.38 152.86 19.58
1248 55.38 46.96 80.51 189.48 26.32
