#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mn10 14A 4 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1829 77.37 18.48 44.16 10.73 4.62
1830 77.52 20.09 48.12 11.76 6.07
1831 77.64 44.92 103.15 24.76 25.67
1832 77.54 42.76 103.91 24.06 27.13
1833 77.70 50.74 99.84 24.14 27.51
1834 77.53 73.44 69.43 21.26 5.28
1835 77.69 48.92 111.04 25.97 32.34
1836 77.51 66.42 63.03 21.18 9.32
1837 77.59 28.38 68.70 15.68 11.95
1838 77.50 40.58 103.00 22.71 16.86
1839 77.84 80.79 84.02 16.92 2.56
1840 77.85 63.74 63.71 24.34 15.45
1841 78.00 26.10 61.83 14.74 11.47
1842 77.86 69.31 56.74 22.28 8.26
1843 77.81 78.52 73.65 17.02 3.47
1844 77.65 55.82 87.38 28.38 19.38
1845 78.26 34.09 98.14 18.87 18.65
1846 78.02 29.33 73.62 15.58 15.44
1847 78.29 57.14 92.44 25.76 26.53
1848 78.17 36.38 98.70 20.97 26.12
1849 78.17 15.52 37.74 9.70 4.01
1850 77.79 59.48 74.75 22.50 17.75
1851 78.06 77.05 69.38 18.88 3.44
1852 77.92 74.38 62.40 21.50 4.60
1853 78.04 23.37 50.84 13.32 8.78
1854 78.10 41.03 108.68 22.00 26.24
1855 77.95 75.37 59.45 20.18 4.00
1856 78.33 38.35 104.35 21.43 28.78
1857 78.28 46.54 122.00 23.72 34.13
1858 78.30 52.76 108.09 26.94 33.91
1859 78.01 56.17 86.56 24.33 21.33
1860 78.35 20.67 57.44 11.67 6.88
1861 78.36 54.75 93.78 24.93 29.27
1862 78.43 30.80 83.05 17.47 18.85
1863 78.36 68.05 58.09 24.36 12.00
1864 78.56 59.00 87.65 25.46 23.47
1865 78.76 75.45 55.41 18.88 4.53
1866 78.78 17.82 47.63 11.21 7.22
1867 78.66 43.77 125.81 24.75 33.78
1868 78.64 26.68 71.75 13.22 13.56
1869 78.72 73.14 55.47 18.13 6.92
1870 78.73 48.79 126.14 25.07 36.66
1871 78.63 62.54 74.54 23.71 19.00
1872 78.66 65.82 60.53 23.31 17.66
1873 78.51 78.14 63.31 17.00 3.38
1874 78.94 51.44 125.26 24.26 42.90
1875 78.95 28.19 83.27 15.06 16.53
1876 78.94 83.03 61.93 13.98 1.67
1877 79.11 21.91 68.96 12.44 11.86
1878 79.17 23.74 69.96 13.35 13.24
1879 79.09 39.58 120.22 21.62 35.09
1880 78.98 80.22 65.69 16.80 2.76
1881 78.79 24.94 66.65 15.12 9.41
1882 79.27 32.73 105.29 18.09 21.64
1883 78.90 19.52 54.47 10.40 7.93
1884 79.26 60.84 93.05 23.37 30.39
1885 79.41 77.37 56.39 17.43 4.31
1886 79.09 78.37 59.54 17.77 2.31
1887 79.08 20.65 66.21 11.43 10.00
1888 79.32 36.50 120.32 19.28 32.05
1889 79.36 54.52 123.14 24.76 37.93
1890 79.27 62.86 71.89 25.89 27.31
1891 79.41 41.85 129.64 23.16 35.46
1892 79.52 49.80 134.74 25.92 46.39
1893 79.51 56.92 105.67 22.54 37.67
1894 79.56 45.24 149.90 24.07 39.00
1895 79.70 30.23 101.68 16.84 22.68
1896 79.60 47.41 149.81 26.38 45.81
1897 79.55 65.05 70.97 21.71 20.59
1898 79.74 69.16 61.92 20.56 12.82
1899 79.79 25.83 84.53 14.27 17.88
1900 79.89 52.91 130.23 23.81 39.48
1901 79.80 58.94 102.43 23.85 35.00
1902 79.75 16.81 50.06 8.69 5.22
1903 79.77 20.42 68.58 11.08 9.25
1904 80.03 43.31 150.05 24.03 43.39
1905 79.83 75.89 52.26 18.15 5.21
1906 80.14 81.89 47.31 13.93 2.15
1907 80.16 37.98 130.62 20.55 36.75
1908 79.92 62.49 80.73 24.03 25.00
1909 80.04 67.17 65.67 21.39 21.43
1910 80.10 79.76 49.63 15.93 3.37
1911 80.15 15.68 41.63 7.89 4.66
1912 80.20 40.28 141.50 20.59 37.43
1913 80.46 19.61 63.03 11.23 12.55
1914 80.34 22.15 80.88 11.69 14.83
1915 80.38 71.21 62.15 19.35 14.00
1916 80.33 51.31 141.08 24.45 46.26
1917 80.62 55.06 145.47 25.13 45.97
1918 80.40 48.75 153.36 23.21 50.00
1919 80.31 61.06 92.67 23.88 36.71
1920 80.49 31.92 114.40 16.69 22.61
1921 80.62 35.90 139.30 19.68 37.76
1922 80.58 64.51 87.40 24.15 27.69
1923 80.75 57.18 132.89 23.99 39.06
1924 80.65 77.61 53.13 16.24 4.73
1925 80.83 46.80 161.86 22.56 52.47
1926 80.94 26.38 99.68 13.46 23.61
1927 80.72 44.87 153.16 23.23 49.01
1928 80.54 62.18 89.78 24.74 33.48
1929 81.03 23.85 89.25 13.21 16.84
1930 80.93 42.08 148.87 21.97 40.48
1931 80.70 60.46 98.38 23.62 29.00
1932 80.83 67.38 76.90 20.10 25.44
1933 81.10 29.16 112.78 15.56 25.30
1934 81.24 33.70 129.09 17.64 34.64
1935 81.15 53.20 149.86 23.65 53.05
1936 81.27 39.78 146.34 20.82 45.51
1937 81.17 59.37 115.67 23.02 45.05
1938 81.24 74.64 58.07 17.60 8.17
1939 81.37 49.12 156.90 22.69 56.90
1940 80.95 79.69 45.40 15.80 3.60
1941 81.55 37.77 136.18 19.79 40.67
1942 81.33 50.97 157.98 25.94 53.52
1943 81.47 80.84 40.96 14.27 2.77
1944 81.34 62.49 100.74 22.16 37.31
1945 81.66 31.36 121.55 15.64 30.20
1946 81.33 68.47 72.06 22.62 21.94
1947 81.58 72.92 72.62 17.41 11.61
1948 81.58 82.90 32.20 10.20 1.02
1949 81.86 19.01 71.19 9.52 14.05
1950 81.72 21.45 84.58 11.51 17.81
1951 81.59 66.84 91.57 21.47 29.22
1952 81.73 43.82 153.81 21.22 53.82
1953 81.41 61.08 118.89 23.44 33.89
1954 81.66 70.63 76.08 21.33 19.65
1955 81.79 56.32 140.93 24.91 54.24
1956 81.62 64.11 101.57 23.97 31.47
1957 81.90 35.72 142.18 19.19 46.49
1958 82.04 41.31 147.11 20.58 52.96
1959 82.13 45.71 157.78 22.56 61.38
1960 82.06 47.72 157.14 22.86 61.20
1961 82.00 58.76 129.42 25.06 50.32
1962 82.14 54.29 137.91 22.42 49.71
1963 82.03 60.98 114.73 21.82 42.93
1964 82.27 26.57 97.90 13.88 27.84
1965 82.21 68.74 93.00 19.85 25.70
1966 82.13 76.65 54.90 14.91 6.16
1967 82.28 51.91 151.96 22.89 58.94
1968 82.27 23.70 89.48 12.01 21.45
1969 82.36 78.82 43.26 13.72 3.98
1970 82.26 64.66 104.78 22.02 40.20
1971 82.57 28.99 109.74 14.38 27.95
1972 82.55 39.03 131.09 19.52 49.13
1973 82.66 71.81 79.51 18.33 16.05
1974 82.44 66.79 101.58 21.44 37.59
1975 82.57 81.99 26.71 11.38 1.89
1976 82.73 31.89 121.92 17.18 37.30
1977 82.79 34.15 132.45 17.89 42.64
1978 82.66 62.57 120.29 21.33 43.34
1979 82.70 49.74 146.12 22.16 54.43
1980 82.83 42.72 135.07 21.48 53.83
1981 82.77 57.47 142.14 24.36 55.19
1982 82.74 69.61 93.14 19.24 23.90
1983 82.79 74.87 62.33 15.83 10.74
1984 83.16 36.28 123.81 18.66 45.42
1985 83.06 20.23 75.16 9.64 15.29
1986 83.20 60.04 121.96 22.58 50.72
1987 82.97 24.94 89.83 13.04 21.52
1988 83.15 47.04 142.26 23.06 62.14
1989 83.26 53.07 136.42 22.69 59.36
1990 83.23 44.72 131.82 21.59 57.86
1991 83.31 64.76 109.12 19.83 42.46
1992 83.18 67.96 113.63 20.98 34.71
1993 83.34 22.36 80.58 10.28 17.60
1994 83.43 40.54 116.34 19.46 54.59
1995 83.35 55.35 134.94 23.08 54.82
1996 83.61 77.50 54.60 14.62 7.46
1997 83.30 30.08 106.85 14.27 28.85
1998 83.66 27.10 97.83 13.74 27.31
1999 83.47 75.96 59.43 15.14 7.27
2000 83.84 73.40 87.03 17.06 14.44
2001 83.58 24.06 85.42 13.00 25.31
2002 83.70 38.35 115.07 18.78 49.99
2003 83.46 25.53 95.47 11.67 24.40
2004 83.73 48.61 137.82 22.25 62.29
2005 83.76 51.02 140.44 20.90 55.17
2006 83.84 62.15 114.77 20.46 46.94
2007 83.53 32.70 114.48 16.10 39.14
2008 83.96 70.96 103.96 17.34 22.53
2009 83.90 66.52 119.24 19.46 42.58
2010 83.89 57.81 126.82 22.42 53.91
2011 83.99 30.22 95.09 13.62 36.09
2012 84.00 42.82 109.31 19.91 56.64
2013 84.15 33.32 92.27 14.93 36.02
2014 84.02 45.74 116.14 21.54 55.41
2015 84.01 79.45 41.67 13.83 5.05
2016 83.99 21.52 76.00 10.74 18.79
2017 84.34 53.84 137.32 20.76 59.97
2018 84.38 64.46 109.92 20.32 42.11
2019 84.49 35.56 89.90 17.01 41.85
2020 84.40 60.21 116.04 21.65 51.28
2021 84.56 40.59 91.99 19.27 49.31
2022 84.50 68.83 115.70 18.52 31.29
2023 84.71 75.31 78.33 14.28 11.34
2024 84.66 55.92 126.75 20.88 60.12
2025 84.70 24.64 78.05 11.99 26.40
2026 84.78 48.96 112.35 19.36 57.62
2027 84.74 37.57 91.66 19.43 47.41
2028 84.97 22.07 72.31 9.83 19.54
2029 85.07 51.50 117.41 21.12 57.68
2030 85.10 43.73 79.69 18.81 52.00
2031 84.90 46.07 89.71 20.00 60.03
2032 85.16 62.19 111.20 20.04 46.32
2033 85.08 77.49 62.29 13.44 7.74
2034 84.99 27.54 69.63 13.41 30.08
2035 85.05 30.79 72.42 14.38 43.28
2036 85.04 58.11 114.99 19.75 50.96
2037 85.14 33.74 77.08 14.78 43.82
2038 85.42 66.15 112.29 20.89 41.19
2039 85.30 72.79 95.13 15.79 20.28
2040 85.72 39.25 64.07 17.73 41.12
2041 85.18 68.04 119.20 19.00 29.60
2042 85.66 25.38 66.56 11.26 27.33
2043 85.44 41.39 68.26 19.24 45.10
2044 85.72 70.63 103.72 16.30 24.51
2045 85.73 54.55 110.86 22.75 60.81
2046 85.83 47.58 78.16 20.01 55.74
2047 85.80 59.83 104.79 21.43 54.38
2048 85.60 34.91 68.91 15.63 39.02
2049 85.87 64.16 116.58 20.16 47.49
2050 85.98 57.00 101.52 20.13 53.60
2051 85.99 27.33 63.69 12.54 35.58
2052 85.97 68.23 118.35 18.00 37.14
2053 86.19 75.65 79.23 13.62 12.31
2054 86.09 45.50 63.90 18.85 53.44
2055 86.30 36.92 55.22 17.19 42.06
2056 86.22 52.72 90.72 20.45 58.14
2057 86.27 32.60 58.12 14.62 38.99
2058 86.17 42.96 56.13 19.54 54.76
2059 86.47 29.95 48.89 13.57 30.64
2060 86.36 49.66 71.06 19.48 54.36
2061 86.37 77.77 55.37 10.90 5.13
2062 86.29 34.96 55.62 15.85 36.68
2063 86.51 61.92 98.91 19.70 46.48
2064 86.59 72.98 101.41 14.89 20.46
2065 86.74 55.81 78.00 19.92 51.05
2066 87.02 58.86 81.74 19.54 49.72
2067 86.84 23.69 53.68 9.68 22.00
2068 86.99 65.39 103.93 18.12 41.35
2069 87.15 24.78 49.58 10.54 24.69
2070 86.92 41.38 47.76 17.39 44.67
2071 87.08 46.63 51.49 18.22 48.33
2072 87.02 67.29 103.92 18.04 37.61
2073 87.02 39.00 45.17 16.91 41.15
2074 87.30 26.99 44.19 11.10 27.12
2075 87.34 44.13 43.32 17.99 48.30
2076 87.33 51.29 52.26 18.20 51.51
2077 87.37 69.21 106.95 16.51 30.18
2078 87.41 34.47 42.77 14.31 37.51
2079 87.36 53.81 57.86 19.67 55.26
2080 87.55 62.99 90.43 19.36 46.72
2081 87.57 74.93 81.08 12.12 13.08
2082 87.51 32.63 39.82 14.42 41.66
2083 87.36 56.18 66.70 18.72 50.05
2084 87.67 36.63 38.11 15.37 41.59
2085 87.60 48.85 42.23 17.86 54.53
2086 87.76 30.44 37.24 13.37 36.87
2087 88.02 28.55 34.68 12.52 32.68
2088 87.60 39.68 41.43 18.86 29.48
2089 87.89 60.51 64.39 18.28 45.85
2090 88.12 41.85 39.24 16.25 38.88
2091 88.43 46.57 36.97 17.40 45.98
2092 88.11 58.24 58.61 18.71 51.74
2093 88.44 68.01 86.40 15.81 30.88
2094 88.40 73.02 80.22 12.53 17.12
2095 88.25 65.63 85.70 15.61 33.58
2096 88.52 53.30 46.42 18.54 49.44
2097 88.39 55.65 47.75 18.90 51.42
2098 88.34 39.56 36.43 15.90 31.23
2099 88.64 51.09 44.52 17.85 46.38
2100 88.62 70.78 84.56 13.14 22.93
2101 88.52 44.33 36.04 16.57 41.70
2102 88.82 32.10 35.05 13.25 31.13
2103 88.89 48.66 38.15 16.43 41.91
2104 88.67 62.70 62.21 16.77 36.27
2105 88.86 36.81 33.47 14.82 32.41
2106 88.98 34.43 33.27 14.28 32.28
2107 89.17 29.15 29.46 11.56 28.32
2108 89.23 57.76 41.01 17.55 50.33
2109 89.38 59.98 47.25 17.87 42.14
2110 89.37 41.55 32.68 14.54 32.53
2111 89.57 66.60 68.81 16.23 34.91
2112 89.70 55.76 38.33 17.11 43.22
2113 89.79 64.32 52.47 15.34 33.62
2114 89.66 69.21 68.97 14.60 25.81
2115 89.74 43.98 33.42 16.02 34.16
2116 89.71 53.30 35.06 17.01 48.77
2117 89.48 30.38 30.23 14.69 17.62
2118 89.95 46.31 36.12 16.94 37.14
2119 89.83 50.65 35.89 17.71 41.71
2120 89.75 27.34 26.59 10.07 21.89
2121 89.87 71.41 61.23 13.54 16.33
2122 89.98 61.75 43.73 17.80 40.07
2123 89.92 36.31 27.08 13.67 28.92
2124 90.09 31.48 26.06 12.12 29.32
2125 90.23 48.70 33.37 16.19 33.55
2126 90.37 33.52 29.30 13.40 23.63
2127 90.17 59.08 38.76 16.49 36.00
2128 90.59 39.90 30.84 13.63 22.57
2129 90.79 42.56 30.64 15.55 29.34
2130 90.72 52.10 31.33 15.14 35.36
2131 90.46 54.91 38.32 16.44 30.88
2132 90.49 37.86 29.00 13.33 13.57
2133 90.66 57.43 35.71 14.84 22.49
2134 90.68 67.22 50.21 13.64 23.72
2135 90.53 71.16 52.65 10.22 19.78
2136 90.76 36.32 31.85 13.44 17.63
2137 90.74 65.03 36.93 13.50 20.10
2138 90.90 63.04 33.13 13.62 27.73
2139 91.35 61.05 31.73 15.68 31.98
2140 90.96 50.12 34.95 18.95 23.33
2141 91.14 47.56 31.25 15.34 31.72
2142 91.07 54.66 32.83 14.78 33.22
2143 91.61 38.03 31.06 12.80 23.15
2144 91.34 69.27 50.41 13.28 18.93
2145 91.38 44.40 29.13 14.11 29.55
2146 91.55 35.74 30.09 12.85 18.89
2147 91.39 56.78 29.57 17.43 34.21
2148 91.32 48.94 36.12 14.71 15.94
2149 91.26 38.70 35.20 13.20 15.20
2150 91.54 65.02 32.26 13.68 26.69
2151 91.27 40.22 32.67 14.50 19.50
2152 91.53 41.71 31.80 13.63 11.20
2153 91.94 32.37 25.12 11.41 21.79
2154 91.58 50.89 37.07 14.87 20.80
2155 91.52 53.36 31.53 14.68 15.58
2156 92.04 30.45 22.82 10.90 19.02
2157 91.77 58.74 28.55 15.08 28.62
2158 91.89 45.88 34.90 15.70 14.18
2159 91.94 40.42 32.25 12.73 15.59
2160 92.05 67.24 31.92 12.63 23.95
2161 92.00 49.64 35.00 15.86 11.22
2162 91.96 47.22 36.23 15.71 12.29
2163 92.12 52.64 33.09 16.13 24.65
2164 92.25 55.78 29.95 14.37 21.89
2165 92.08 63.05 27.22 13.64 24.56
2166 92.39 35.76 29.37 12.12 13.37
2167 92.62 44.48 30.58 14.16 14.84
2168 92.78 64.97 24.46 12.78 19.43
2169 92.47 38.83 30.62 12.92 11.85
2170 92.59 42.49 30.72 14.48 13.98
2171 92.65 49.08 34.84 16.20 19.69
2172 92.41 50.88 33.67 17.00 22.56
2173 92.68 61.57 27.23 12.54 18.36
2174 92.77 59.35 28.37 13.96 23.59
2175 92.92 37.39 28.18 10.92 15.81
2176 93.54 45.71 32.21 14.06 13.82
2177 92.79 39.97 27.80 13.13 15.96
2178 92.91 57.23 26.93 12.83 10.33
2179 93.51 33.92 22.59 10.49 15.73
2180 93.01 33.13 23.35 10.59 9.00
2181 93.35 53.26 29.80 14.44 20.01
2182 93.22 55.15 30.94 13.77 10.66
2183 93.40 50.41 31.50 13.78 8.43
2184 93.47 60.48 26.40 14.18 12.04
2185 93.66 38.77 28.94 12.15 7.55
2186 93.66 56.59 24.96 13.20 22.29
2187 93.74 47.75 28.42 14.00 14.12
2188 93.84 64.03 18.87 12.10 17.03
2189 94.18 43.60 29.17 12.96 6.96
2190 93.85 49.18 32.86 13.19 20.10
2191 93.72 57.92 29.33 8.33 8.67
2192 93.87 54.78 28.40 11.30 6.00
2193 94.35 58.29 23.92 13.61 18.39
2194 94.07 37.41 26.87 11.06 14.26
2195 94.53 34.76 23.28 10.98 14.59
2196 94.25 50.22 26.89 12.17 11.60
2197 94.72 40.45 26.24 10.59 10.30
2198 94.59 55.18 24.95 13.97 14.32
2199 94.61 52.01 28.52 14.71 16.28
2200 94.46 47.88 28.50 13.60 10.40
2201 95.02 38.50 25.51 10.80 6.22
2202 94.65 49.00 28.89 13.30 10.96
2203 94.53 53.56 27.43 12.57 10.43
2204 94.77 59.51 23.62 12.50 8.00
2205 95.32 47.67 24.33 11.58 14.93
2206 95.15 43.87 26.25 11.31 10.08
2207 95.21 60.30 21.56 10.21 13.14
2208 95.40 58.58 20.90 11.00 7.90
2209 95.52 37.18 22.23 8.69 8.74
2210 95.80 56.19 20.23 12.21 11.27
2211 95.64 45.56 23.75 11.06 7.60
2212 95.74 42.22 24.88 11.62 8.13
2213 95.64 35.62 22.00 9.37 7.71
2214 95.76 54.33 21.71 13.06 6.65
2215 95.97 49.39 21.53 12.12 15.13
2216 96.09 39.17 21.99 9.21 10.18
2217 96.17 59.09 18.48 10.18 7.79
2218 96.51 40.73 19.16 9.49 4.25
2219 96.52 44.10 21.78 10.30 11.44
2220 96.62 47.20 19.97 10.62 6.16
2221 96.87 50.84 20.69 10.90 10.54
2222 96.69 54.80 18.83 10.54 9.02
2223 96.68 57.95 17.96 9.43 6.52
2224 97.27 43.71 17.40 7.91 3.54
2225 97.39 48.27 19.30 10.18 8.34
2226 98.19 46.26 17.42 8.07 4.45

